signature,slot,block_time,fee,compute_units,instruction_count,program_ids,account_count,total_positive_balance_changes,total_negative_balance_changes,hour,weekday,slot_rpc,block_time_rpc,fee_lamports_rpc,compute_units_rpc,compute_units_rpc_new
2N3UPXc99mRGYZNQFM5GPaLGzaJ3aKhTfrpGocgxq2zGNsmdabh7FmFKsN9AVaoViVY6DVZjfSzyQDpNRNQaS59P,357853660.0,1754326004.0,105000.0,29625.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,6201567337.0,6201672337.0,22.0,0.0,357853660.0,1754326004.0,105000.0,29625.0,29625.0
5sE9Lw5CN5CoePqfpycWtNauBLe6o3WeKW6qHM2LzJmo1muhfikfW7cDqApxMsKTw7nM6yPhxrBwbWKuNmxYFXDR,357853641.0,1754325996.0,5000.0,,4.0,"11111111111111111111111111111111, 675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",24.0,6032174599.0,6032179599.0,22.0,0.0,,,,,
NX5sGDkofoZSYDVw5svHV1YnNpAhnsQkVtvxjKhK2wpwagfW6T1DGUMdMKbf8dsX2kwqtzbfCunmHxyTWEJC8Dd,357848605.0,1754323992.0,2005000.0,,4.0,"11111111111111111111111111111111, ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",23.0,0.0,2005000.0,21.0,0.0,,,,,
4wYXHSKfxnb9TgbCmGwJFtGJW8vG3w1AyGz2xAU9edZRHoz7Ne6NnUbP74Rv69ky11zZdTNFdMtkzBDCgrcQkh3g,357840518.0,1754320759.0,5000.0,,4.0,"11111111111111111111111111111111, CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",18.0,0.0,5000.0,20.0,0.0,,,,,
2PC4vWqJGktyTCFaVbumiUzDFNfREuRi2HH4mf5hWQrTRbNpoHdStXg7X3ED5gu1QKZMrqFdpK23Kw7dtxd92Jvv,357834309.0,1754318269.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,3899795458.0,3899900458.0,20.0,0.0,,,,,
3SWvrp572d2f6FhxoUxHGGkPDE9g2RiMqChxkq5Q5ZpqsvzJteewrpikMp7t1fpGEm53eTVUneYYjwWRiLe9EUs8,357834291.0,1754318262.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,1670906247.0,1671011247.0,20.0,0.0,,,,,
5nJBkX8gRZUogkwiY1Hy5m9GjcV3PVjDmk3r2tRY2pRbq1vg236JGyiQc4enYhqfozHwcChdb9K67zMqbC8EnjAb,357834254.0,1754318248.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,1394062143.0,1394167143.0,20.0,0.0,,,,,
3uJVoDTJ9ZntWMEMqV8bxDsaPQ48JYpYFAnzgqhn4ZuDbdf7x22MfpuM1vcwhFaFCtvggkcMU1Qmhf62RaJE5jfw,357834200.0,1754318227.0,2005000.0,,4.0,"11111111111111111111111111111111, ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",23.0,6871316974.0,6873321974.0,20.0,0.0,,,,,
2TubtA45s1tR16F6Kvv5Zf99U1R825HixTDMatwfjsh5qD6nybichovEBjvHWAHA6U92awkpKpFSZNXiVWv8HmRU,357805108.0,1754306684.0,2005000.0,,4.0,"11111111111111111111111111111111, 675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",23.0,0.0,2005000.0,16.0,0.0,,,,,
5HQdPT24gytzm5bEgqiy13LAYmnRancBceS6D8K3HwXEQ2E1e4hwKabPmaVFExqFvs9z3fSa6nRyepWMArLaHHjM,357792993.0,1754301875.0,5000.0,15315.0,4.0,"11111111111111111111111111111111, 675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",24.0,0.0,5000.0,15.0,0.0,357792993.0,1754301875.0,5000.0,15315.0,15315.0
3ziwiQ7X6ujVH5ferVTN86zC7m9vjEWANsvwiAH3pvyY2dVvodurvJKSakzTNQBnrWPXtFTJcFBUM7DaJSu4vYE6,357792863.0,1754301823.0,5000.0,,4.0,"11111111111111111111111111111111, 675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",24.0,0.0,5000.0,15.0,0.0,,,,,
4JevPJ8pEVmvUtKP2nbspLXmwmdJHCDLfGLq9wa6P21an9cdRVW8AHGsAJxjHyPk82Dt5WQsVDmSN42aFWv9Yuqf,357784194.0,1754298391.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,99500627.0,99605627.0,14.0,0.0,,,,,
26zmSXH5k4wPLiRWs1eC8YUufv1y2oD9fMpm7GBCjEXMj7TVWFdYAWKoX3bvMREcFWehWp5j2yhEvZZ6wF8SB3Mx,357784183.0,1754298387.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,100000000.0,100105000.0,14.0,0.0,,,,,
5D6uSf1GpQAvhsFqU13WaayKbDgft5ecJDCtVQciPoGtWGiPKLMoEP5TyCT6PeGHos9mjF1BPUk2cqYKnEXBfgo9,357766763.0,1754291454.0,5000.0,15316.0,4.0,"11111111111111111111111111111111, 675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",24.0,0.0,5000.0,12.0,0.0,357766763.0,1754291454.0,5000.0,15316.0,15316.0
2kfsxMrpLUvEiVDPFeiwMwBfvvL2tt48jEPQwGUwVLC6oz7wJz77jEM12qvYp9n1Exigtu1MrU2ti5ge9tKZ4urj,357751451.0,1754285377.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,6340666061.0,6340771061.0,10.0,0.0,,,,,
3RL3F3CN7h2Br7sXnP6rYTc4FB4bJakYMK1WVz8JyPto3S8z1QWaHgunUuXb3i3CaaXbPKmXNZeL4tREbbJQrWHP,357751435.0,1754285370.0,5000.0,,4.0,"11111111111111111111111111111111, CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",18.0,6132892262.0,6132897262.0,10.0,0.0,,,,,
3Sf74cRiMAWkwnXJuboEt7wmMWCCA2SubFrHi4ZR549TogC9URnBgBZSixPeUs8AZUzDmpxQxUxKrKDLsaUMBTR1,357751099.0,1754285240.0,2005000.0,44442.0,4.0,"11111111111111111111111111111111, ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",23.0,0.0,2005000.0,10.0,0.0,357751099.0,1754285240.0,2005000.0,44442.0,44442.0
TcmosbM2UJjr5AuCgvaU7K5WEmtYhtethLckDgNHZu5HVjMGbXuFypMomWokxrZxHuybCwZejEt1ttfCDnjVe6J,357745725.0,1754283106.0,2005000.0,,4.0,"11111111111111111111111111111111, ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",23.0,0.0,2005000.0,10.0,0.0,,,,,
2u3S1AihtgwrL7SSxfCHJ3ntEi9fzC7fJKycfeFoYKptjxsJCrBnkJX77SPUVn8xtPsJ1N92HeHS3WVdLvT35A9w,357732404.0,1754277780.0,2005000.0,,4.0,"11111111111111111111111111111111, ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",23.0,0.0,2005000.0,8.0,0.0,,,,,
3eGF9YzYthFrJN8ssVUr8fz4r1mMEpNNykJdVX7nz3mhu77NQf7MRnFQutpn7sob1igoxtrMEdeNfFGwck2Pj3Dr,357731916.0,1754277587.0,5000.0,47472.0,4.0,"11111111111111111111111111111111, ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",24.0,0.0,5000.0,8.0,0.0,357731916.0,1754277587.0,5000.0,47472.0,47472.0
33DETy6gHS4mR3j4SjLQh7wHt1KsL18Rz7ZQQbmGKowge76qmRnwADbfE4WifK5sMpuVgauUkMKLpQr2cGUshMjz,357717724.0,1754271965.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,2778131452.0,2778236452.0,7.0,0.0,,,,,
Es2zR59vH9fEJZMeFurdhpaYYZjF6HZ3eXAiWCevqBDcZPCMVD95fKpe6FNnyNnmvTWswXBRtK7BMNCt838jNW3,357708643.0,1754268363.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,2732309800.0,2732414800.0,6.0,0.0,,,,,
5Tid5YSDvgJ9zW4nTNVhhLzxNuUZGJ4Cxa7VAqAqsdgC6ZUERxjCMbS79HaLb2dHhVzVrobQzMB2vBi8GBxTL3DG,357707857.0,1754268052.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,2663282937.0,2663387937.0,6.0,0.0,,,,,
3TCee5sbLtp8kFLrct4XumPFfK5kvAEgPqGbo7AiV5PJXjdSwtYqPdSbsSk31CXKNDabACzkaE7rTnR4ZTXZXYpP,357707833.0,1754268043.0,2005000.0,,4.0,"11111111111111111111111111111111, ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",23.0,7856373297.0,7858378297.0,6.0,0.0,,,,,
2iqxLFpvq3n7L7USNsVNKbAL6Pa3xUJPPWuQnTt7PfsKUE2eM2ZKaxBZCerbBzWbj9u7DyimPdVsEKDdqrqM4r68,357687091.0,1754259824.0,5000.0,,4.0,"11111111111111111111111111111111, ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",24.0,0.0,5000.0,3.0,0.0,,,,,
CvrtLhKM6AdrCKVqiSsJvbeXnK422SYoyVqJA1MPDbtQv6Nkp5nA79xQqiXgFSaF4jzAemZmknPtihtcHyLp6i8,357667503.0,1754252048.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,6135825878.0,6135930878.0,1.0,0.0,,,,,
4GoURzWt69gzgzrTPahCK2ZrQ8GV9bGbutNkJqA8WB7MzYNQNvCp4DncyVPcPt54U71szbK3EiZram2GvZqtGkgP,357667427.0,1754252017.0,5000.0,,4.0,"11111111111111111111111111111111, ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",24.0,6105375925.0,6105380925.0,1.0,0.0,,,,,
3KNwKpPoUQviPDX7gceruz8afHfWsb5c6kYYiy6ADhnPup7BDckEuurHKocGTS3sG3WdPsCwZEUcG5RY9fjdpPM9,357586167.0,1754219812.0,1005000.0,,4.0,"11111111111111111111111111111111, CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",17.0,0.0,1005000.0,16.0,6.0,,,,,
2Yzf1yZsX1xNPVTuS2MsDUbw7TNHiQederzk9wPiVh2ShSmkQkduqVq2m72qEusAN7YghCmTqMBSt94kzcefK1Vd,357570054.0,1754213473.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,1904421310.0,1904526310.0,15.0,6.0,,,,,
4r7VC7CX9FhDDcxZKCucXKidZ8qoQ9YCkmeSvcjPjsMwhYR3XdMZm2aRLkByVaWQgfC2npwkDy53sTJmXKkKvQJq,357553377.0,1754206877.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,1003363125.0,1003468125.0,13.0,6.0,,,,,
5TvK6e67NSGDJdidBPNDr2pTDCUwe61FS6hXKKADXWtkgKpzUtHzXWLsuoURLox6MtvPHd7Bng4rfuqciiot39T3,357553005.0,1754206731.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,1003352814.0,1003457814.0,13.0,6.0,,,,,
5TowwLoQ3nu1eZRrytSkb78Kar7jskao28NcydZsJuiJQWYnPGXasTku8kKdhCHFFunVRkmp6zi3EAVTtiXtdfFt,357552892.0,1754206688.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,7214344640.0,7214449640.0,13.0,6.0,,,,,
5U9DAYjQUs4HDGzUhjpeMSMPHCSr9VP8GT9MTSCHLWYwoxtiGEG9XZ9hAVUuS6GGkMyq7J9m4p5iKHgK37V9EDuD,357552627.0,1754206586.0,2005000.0,,4.0,"11111111111111111111111111111111, ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",23.0,7491538183.0,7493543183.0,13.0,6.0,,,,,
3TmdysAUibHTiXwmXXqdtdMQm7tp1m1bfpZ6upnNUDfrWt9okU6oNW7Yu4yzH5dAnsAhxHJ5iVdBHGdpFNSve954,357550535.0,1754205757.0,5000.0,47528.0,4.0,"11111111111111111111111111111111, ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",24.0,0.0,5000.0,12.0,6.0,357550535.0,1754205757.0,5000.0,47528.0,47528.0
3JXPEnP7R2PRDTkRBsLM14kCo7YAGycEgD1xev5GCM4VQT92pUY4wz9ncpTSAmKf96VGxPRFmey3AapnYV6DXDUf,357545963.0,1754203958.0,550492.0,,3.0,"ComputeBudget111111111111111111111111111111, JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4",49.0,55811322.0,56361814.0,12.0,6.0,,,,,
376Zdh4Umbm4fFYfJz4vBFmmgAtm1BBsPDQB1FhKmn68rnyFBtar4GryQvuSrhQbw8SemBUjZ7doSMMD1SYP7hLp,357538948.0,1754201189.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,2070450596.0,2070555596.0,11.0,6.0,,,,,
4G953d6u4y76Ytm9gKEVi1n5JhHWgvyLtkCEPLmuv16WpQ4H3D1tgXFxd96KGvmXyGmtby1pHBfNE55vaum3QC8r,357538826.0,1754201141.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,0.0,105000.0,11.0,6.0,,,,,
43Mq3E45tZQur74YH3wwiviww8Pvi46hNFVaWGWk6i2hjDKTojCTmWW7KD5JuQQfN3NyooYWj58fveHRdpG4QNdC,357538792.0,1754201128.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,2015787589.0,2015892589.0,11.0,6.0,,,,,
UjsbZ2wNm4Swu8aQ2imoKEoBx2AqgjmnMgHTxoV6CGVGSGbo9xTsY4b2f1tpwoWEKjRDPYxJdgef5kqgevFXkMA,357538792.0,1754201128.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,1979841417.0,1979946417.0,11.0,6.0,,,,,
3JgmtZCBJZDfcJeZ6nUuEnyFYvqL9wHBkLLiad1YR6fvj6GwoYYeV7ZT6djTDpDiyTN6yUz3bM53C213u7LNJ8HH,357538787.0,1754201126.0,5000.0,,4.0,"11111111111111111111111111111111, ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",24.0,5840178038.0,5840183038.0,11.0,6.0,,,,,
3qnH3GSLHsMyfVZHPgcaqQvFiGM6wZRWz3qsHJi5BZUGfTRo2ZcrqLVT252fMBJAhb3jakMRDLWX6wEwYmcUhVpf,357527069.0,1754196472.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,2945822717.0,2945927717.0,10.0,6.0,,,,,
SzEEr9ApkxjR8jqo4KZQrAM9GJAwC5URMRpLE9QYUup8smDJq3rzDAZaMDbJusGq2s5yBX2uQDogmCoW2J1W2uw,357519014.0,1754193286.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,2900411309.0,2900516309.0,9.0,6.0,,,,,
51VjGoCDsJcMaEjt9Vjga5wsRjSnWCoA49mB1JhQNJTvHdf5pQTReRkVEGXNbXUh3ybojShLAjDsLVhNsnyHZWMr,357518179.0,1754192952.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,2816587323.0,2816692323.0,9.0,6.0,,,,,
4PSFpnsQTvG61KDPMh1aqScPTTHn4Td2noaFxexzgwA1EuRDjeNEQtA2d9e3GWwktqoBBMUys2gLtNAUSDXmumWf,357515124.0,1754191746.0,105000.0,71719.0,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,2816078780.0,2816183780.0,8.0,6.0,357515124.0,1754191746.0,105000.0,71719.0,71719.0
Ur6AA6xLQJmjSVAdHw1kM8WAC6f1HAPrqWZnRCkwHwGcKMC6Eo6LTQdD88LehQZLTpoTobRW7eqjniVuWCWt9P9,357514855.0,1754191639.0,2005000.0,,4.0,"11111111111111111111111111111111, ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",23.0,10933806190.0,10935811190.0,8.0,6.0,,,,,
kxyJmkhur4YSEc4xSdDDfAevcrvdRkWPSDLip2jCDcZf5WwE3a3n91S9EVd9sTVPvpcZ5wq3CocwqgzAwASx8Kh,357491863.0,1754182522.0,2005000.0,,4.0,"11111111111111111111111111111111, CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",17.0,0.0,2005000.0,6.0,6.0,,,,,
63np157mCHP8XHMVwuyPKPRs8uxLWmyS1SwBAHbbVJvo4zX4RgUCVGkKJnrak5NFHMp53ATLEnMKHaWcEushtxh3,357487192.0,1754180690.0,2005000.0,24531.0,4.0,"11111111111111111111111111111111, CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",17.0,0.0,2005000.0,5.0,6.0,357487192.0,1754180690.0,2005000.0,24531.0,24531.0
3m3YDoWyWbxfhVhaX58EENnpZTq9ye1xofyPqx7yGp2GUmtcGaJyUq6acP2uHVJ8khEcrC9GKR6c5AN7fbXcYc4m,357470421.0,1754174035.0,2005000.0,,4.0,"11111111111111111111111111111111, CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",17.0,0.0,2005000.0,4.0,6.0,,,,,
2BJ9BwssGPsyyfXf3zm52ooLengX3TMqvTtroRLYcfHYHY8sPox5xdggfLnFYhLj9e6jhAHgkFPxukHtEMg9QkTV,357456388.0,1754168469.0,5000.0,,4.0,"11111111111111111111111111111111, CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",18.0,0.0,5000.0,2.0,6.0,,,,,
5DWRsxhUKxosAeVePXZ7QS5xnvMcCzcGaCwozP7ZfyEjq7ACsuqYZLcM6BxMRwwUXb2kw1tain3uXg9fxRgYM8cf,357456182.0,1754168389.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,5366109733.0,5366214733.0,2.0,6.0,,,,,
5uxmQLcVvTUzT6wPvQM2rX2p9wuwTWTrx3UWi5JTpadzx6V2xX1qEtnx3UCMmJd1EoWTbUuTbruYfTv3v3ehWUqm,357455794.0,1754168229.0,2005000.0,92639.0,4.0,"11111111111111111111111111111111, ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",23.0,5301333956.0,5303338956.0,2.0,6.0,357455794.0,1754168229.0,2005000.0,92639.0,92639.0
5AxjXAsrXz54efHbwrGXoe7nE64s9582hJ72aY8gGHNrHeECtGyjYCfdgjGf8H6dPPPXDRQabYeVkSScEAt8vEXD,357444208.0,1754163629.0,5000.0,,4.0,"11111111111111111111111111111111, CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",18.0,0.0,5000.0,1.0,6.0,,,,,
5asj7hG8aboxpwhrYizLqsEoG9eMyxZARa6jwe8fNLE8ZdsYrJ9HBUQnaDdKnoDTbbT9VY7wW64wyQ3hnqivjy1i,357436913.0,1754160733.0,240666.0,,5.0,"11111111111111111111111111111111, ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL, ComputeBudget111111111111111111111111111111, JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4",42.0,10002120976.0,10002361642.0,0.0,6.0,,,,,
4XhhDMGZEua7NCaTmzMiBm6A34BX9Y55LX9ACx1oHJL95ZLxabYN2uTuUxjp9WgY4G5bKEVFE9kUuLVzr53qAicn,357436647.0,1754160630.0,105000.0,8090.0,4.0,"ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL, ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,0.0,105000.0,0.0,6.0,357436647.0,1754160630.0,105000.0,8090.0,8090.0
5SJWYhxT29oyYz4pbJA3JcaJZxXUaWkno6BjahbiPhdSXi7EYtKSCQ67q2BBFxboaWnZ2Xi3CsGbWsNYv6eiv6Rn,357428480.0,1754157381.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,5076221102.0,5076326102.0,23.0,5.0,,,,,
3Zbk7ee4LZXYtSXedWGvy6zRskPJyVVNTmKYmDB5BESRV19qGC4tq1ZqvQjv7NggAH2Pz1MWwmHeAwcrBbPYFxuh,357427925.0,1754157164.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,5000000000.0,5000105000.0,23.0,5.0,,,,,
UuFceGAAoyiMWEQ1U3XxdE57rHw86eveGcoYxoUP4HrqMYkmZcraGaoTkRwKDd5RfjqrVUNGdT8R9j3R3XNEiy2,357427792.0,1754157108.0,2005000.0,,4.0,"11111111111111111111111111111111, 675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",23.0,0.0,2005000.0,23.0,5.0,,,,,
8kgpnJy1zfS8KDZd7o24yrSMq6kn5kfH2AfFivawvKCFDbQf1deRFfbUesKuxL2ew36mNnxnRvMmTVzHwn8H59N,357413874.0,1754151578.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,5806256104.0,5806361104.0,21.0,5.0,,,,,
2JudzjDH9RLBg3L7qJvL6w5zutSojxKLaVSYGEim8kGvoPZKcaCmmBfzFVMhbnY4gwyRc5ngfDECzPsMsN1bvnPP,357413164.0,1754151291.0,5000.0,92649.0,4.0,"11111111111111111111111111111111, ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",24.0,5761785490.0,5761790490.0,21.0,5.0,357413164.0,1754151291.0,5000.0,92649.0,92649.0
2tHE33NZPNDHijivifch8kXJDg4yXqViUvdWJoU4XorAWJhTCw89QvxRLLc8ptEjP75qaqz6Z2rzPKiGMuQFpyU,357412924.0,1754151198.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,5083778303.0,5083883303.0,21.0,5.0,,,,,
3DJdKB7qSiYzAhwgqh7s5s9wnP6ddi3iqLVRvJvzyY1bDf3vUdLaHf1vaZfJUfLXVnkE78JwpTid3dQFqWJiaUp6,357412146.0,1754150888.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,5000000000.0,5000105000.0,21.0,5.0,,,,,
28mjc3KmerojcrtkEZfpf2dTr6D4uTZXP1D3zTA2Rvqo3sr2bVQJN4yQH7J8LwuPgwo7oyA1meDWuFR4FfHbq3tK,357411549.0,1754150655.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,361571986.0,361676986.0,21.0,5.0,,,,,
2J2WiL9Rh1Vxx8SJM4hPQhvTQm19Avjjsa18aZy6bN7XmTZjkF7AurSb2WhfaKQ4i4LcVNKwDWMw55hHbP9bU2v9,357411435.0,1754150610.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,9948684019.0,9948789019.0,21.0,5.0,,,,,
3P74WMX8GYkvzMGQM2xK14ArN6i7vsLxEsPpz48yR46G6dMkReU7Z2yJxwyLWWgfwgT7kmChKTBzJBtvu11mD1BY,357411198.0,1754150515.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,2000000000.0,2000105000.0,21.0,5.0,,,,,
2KEqK39oCjmKYQ4XhZXpVxcuXGUMTDjTUDgbBRfePJw8kZgUEWxn9cEG8gdAWAVCr5Dnjj5sgWrL4ExqsG5eD36o,357411176.0,1754150506.0,105000.0,28806.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,2000000000.0,2000105000.0,21.0,5.0,357411176.0,1754150506.0,105000.0,28806.0,28806.0
2CSP9FsY8AKfAXTG8FcWiTybH4Wk67GyUE9Ahbw2UvBoxKZrDz68Xqf2RtK1LEoZoMhCFc1SyyKNcZRAjF3v5NiX,357411171.0,1754150503.0,105000.0,28806.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,2000000000.0,2000105000.0,21.0,5.0,357411171.0,1754150503.0,105000.0,28806.0,28806.0
