signature,slot,block_time,fee,compute_units,instruction_count,program_ids,account_count,total_positive_balance_changes,total_negative_balance_changes,hour,weekday,slot_rpc,block_time_rpc,fee_lamports_rpc,compute_units_rpc,compute_units_rpc_new
3Rw4PbXGVTtdFGkWd51x8n22RG5yXaVEaHafPZDVt35PBc8GDfTHKc534cysC5tuEn8BEXqhWTCM2pH9UPZ7aHZ8,353422964.0,1752566454.0,2005000.0,31791.0,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",19.0,0.0,2005000.0,13.0,1.0,353422964.0,1752566454.0,2005000.0,31791.0,31791.0
3aqWPCSU2Psgn3vNEyXLCBbiES6vLNyQcMmzB1EMgH44V3oq6YGuFnM5gHgAJruy9jhMHxhDqNAueRFKG8FK5BXE,353408427.0,1752560734.0,2005000.0,24331.0,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,2005000.0,11.0,1.0,353408427.0,1752560734.0,2005000.0,24331.0,24331.0
154jYSBaxCmE7Bh5rJRCLyFoy5etkMDTAi4VubbzFqU2QnrRy3SJoTe2iNvB4MHzUWQa2wiJDQEPYR5HneqsoBY,353316745.0,1752524447.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,2005000.0,1.0,1.0,,,,,
rpuQnxggAXJ7XrJdFbERKaEZb639nbeX4rdsHbympa8M1yDP8XcUcC9SP6hfpEZFa3DnDFYrzLmx2RuYq73NYJf,353310669.0,1752522038.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,2005000.0,1.0,1.0,,,,,
2n9hSeeSTviRP42pLGRSe6STAmqrPmcq3ABTR442u345ssh9rmgNJwh3EdwGSFdytimvY86Yfy3YxbNPg2P5qC6M,353292148.0,1752514734.0,2005000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",19.0,0.0,2005000.0,23.0,0.0,,,,,
5cCKayBmt97rwxk32d2CJ5K5MPTqCoeNkYAwQiDqHHUamHKVZTULHjzw7JfiACdsym6HQ3EqGNdrdcvDAAEZkuUA,353289806.0,1752513802.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,2005000.0,22.0,0.0,,,,,
5ad8KBmVk5GgVSCBN3CLvLiJKcZBfkfU4wxn3K1fYACTXQ5zjRo8muermPbKLYqdLtvbrrzu3HosPPT7i9xGqvi1,353287936.0,1752513065.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,5439030499.0,5439135499.0,22.0,0.0,,,,,
2ugM7BfUgiyAe8Y1yY7ypDvBTGehJXPuTU2G47b1ednV81T64KH5rFCZ4t3Crt6tatc7r8bSkU7kEkozivWFQ2Vv,353287923.0,1752513060.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,5388945466.0,5390950466.0,22.0,0.0,,,,,
2FW1e1oUvCZGRzLBoXXn7dB7C1KDmgnAbyspWZ4LvHdaFMd79B4UQuiGiH9bEwpJECXMnxiiFeTnuTV43AWRnWcW,353287413.0,1752512858.0,105000.0,29627.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,6867542982.0,6867647982.0,22.0,0.0,353287413.0,1752512858.0,105000.0,29627.0,29627.0
2Ssoc7h43v2nAzPWa6F2y7FtGyuZvVYwkNZuwMk5LswbPah8EPEVFCyzYu8JeUi2ZsvTV6Pm8DwM2spphpaBmRu6,353287400.0,1752512853.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,105000.0,22.0,0.0,,,,,
5GwfENC76W5aARgJ3hA9ysW1yH9QvCZm7kggvffTsRTjDeyN3jcKwzgQuU7cQ22FMDKpRrBVqvvADpy1pkbaWmk5,353287376.0,1752512841.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,6839657169.0,6841662169.0,22.0,0.0,,,,,
3NTu4A6FpczFkfUGuZ3WpeZzzzdHVnBUCMsgnv2wSZsujQkT5HGJTVCRSMvrbPWrbiCJDkyum1ErzBQwBg7A5pCx,353280339.0,1752510058.0,2005000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,2005000.0,21.0,0.0,,,,,
2Rj7ASU1WzY2SyQpoL4iddbEN1RarAy75j8xvbAZ1pvEHQUnCNqFcy6ZX6dRPeG8X4Zs7Qv3MNxTBGKpX3BQCPPJ,353275421.0,1752508103.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,2005000.0,21.0,0.0,,,,,
5m6iq3jGGAr5j57s7AbvDGtzfLpfr2ihP58dHLAY47nsFz3DipW4Zn25sE8zdF1xHqVt88iyKFEGwr9bwQcjwncM,353274972.0,1752507927.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,2005000.0,21.0,0.0,,,,,
yJ1PPDscEcPp1hdyRRQVUnqVSbXqjWGiv4gDDrE5HcabZS8jvomxSzHzk29JjKZckYX2ruteMy52zfCtcgpfYcw,353272136.0,1752506797.0,2005000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,2005000.0,20.0,0.0,,,,,
4fnrFNGAebPEZLNUmJp2TcnzmURtC2uchTKEibVtmXB8ZzLq3FdJsDAjbGpPuSip4HBefGw3E63u61uz7E58jb7b,353270355.0,1752506092.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,2005000.0,20.0,0.0,,,,,
47zeLFcTDjH6V53bCn8yoaEd8DDE26WD8PGUfetZhDs9fZMvgtVnSkdsgVSGkLZdphZfuBGBKETqvLHyquaybrWV,353267637.0,1752505010.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,4670490960.0,4670595960.0,20.0,0.0,,,,,
32dVs3DXJEgC2ecAv2dEv2VgFKS3NmXhLufLzB9UQwB1EkFbrvW4bjDJp5KDjfkZM6HVDrb19rx2cF3A7gYxeDPA,353267567.0,1752504984.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,4670384919.0,4672389919.0,20.0,0.0,,,,,
YVaXar8PUw9sa6KhLhy9ShWPSW6WFmbobGyYNT5AEJMNtsPMaxgHSWxQzvoMmoQvCU5adbcD9PbJhwaCYFvCgj4,353267253.0,1752504858.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,2005000.0,20.0,0.0,,,,,
3NwjostV3j3LengThz4hcFcE6q7i6L3BuhFHk4mpem78KZyMPSfCF1J7jcoEuqHTYH7NbtNsqGAyzyB42WePjw3i,353256275.0,1752500517.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,2005000.0,19.0,0.0,,,,,
43KtcQ9Wr2qGnENh1Yfj2zsuSYecfrMVYfGjxP34sQR2CufnUi5wzvUERrhNDJqTRDeRAZxJXrPMcDoqjjQ6gi5P,353250913.0,1752498397.0,2005000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,2005000.0,18.0,0.0,,,,,
mJiFM7cemHZh7z6k8VrV8pt4DD3tvTFHqf5KJWYgG85Ka2QxJBLXVJtm4qVLDVN9NzxNJ5HRpwbiLmQJ8vB8u8F,353240162.0,1752494132.0,105000.0,29597.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,4124116318.0,4124221318.0,17.0,0.0,353240162.0,1752494132.0,105000.0,29597.0,29597.0
4i4wD7gWv89PNAzoScxhMpAiiUFe3SmbPbxGd6sfRsKJuJBKVP9TXVv7kiGgCMahnHwjasAibfqYLCmat12BECWh,353240098.0,1752494108.0,2005000.0,29616.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,4141126576.0,4143131576.0,17.0,0.0,353240098.0,1752494108.0,2005000.0,29616.0,29616.0
2kcscyV2joDDUPq5pne7qYAgroyUFrSPsUHNMY7USgFWznaHu3FhbQs9GA36WXVKRaw6JHeBFenaWWoFpSBB8Vwj,353234143.0,1752491746.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,4390510994.0,4390615994.0,16.0,0.0,,,,,
SiF1v9aVtMt4jwtcbB6HVMUFxg85G13Hd12rJGzvPHhM5ny27zmgfRkSwQeQNmR2WpLfBzYi2k38EecVrNPHLYW,353234008.0,1752491693.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,4412657518.0,4414662518.0,16.0,0.0,,,,,
397cXAUxXPNiGES3tdjTf7H7Tc1VcNyhKXNQwFa5HTjmGGBMbTu5NKuMfEz3mxmNUNjNV7pP9TBiUF4GzDcucx1q,353231958.0,1752490881.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,6976585054.0,6976690054.0,16.0,0.0,,,,,
48FnhJ2pn7wynpxjHc6NbKLqrc2oaYJdgYsfAoT1ukf1y58VtGjttdVzJpXaKBHNGnVMZAuNgwbAxSx14zPrkXoM,353231903.0,1752490860.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,815759190.0,815864190.0,16.0,0.0,,,,,
26BqW8CjBt6pnhN8xEnuS1S2zoJiuLE1GicAZLAumZkgCwzzWmPwxfkrMdiprjhMGwF9GyofNq1kY6HF8ZR2bWzc,353231876.0,1752490849.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,1000000000.0,1000105000.0,16.0,0.0,,,,,
3o6btQvcQ5ReghNRw1Em4nsynwm9wgxdP1DFfE4eCB5oELTnVeTECn7b8mLUetRgyXUaosybUkJB6PhS2mEmm1pa,353231860.0,1752490843.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,828039961.0,828144961.0,16.0,0.0,,,,,
519BK62w7tEL2BvTofJjxM33DDRQomnJ1C15CKEHcJG6BsVrg1PycATgEfKDZLKCdR1eWU2pavf8GhjGbJoDxoUZ,353231852.0,1752490840.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,925978178.0,926083178.0,16.0,0.0,,,,,
ZERArCAYZERpgFMq1Zx7VCy7Aju9fr26M41DLLuCFhCKR68LA4uRAboMSpZcL8oLbuF9oNLUddJa5QCQSxY951b,353231831.0,1752490832.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,105000.0,16.0,0.0,,,,,
2gsy9S34BRmtA8JkREHABDxEmmMHfMXHA9ZHQUw8NNs4TNMzxMEgeDEjoQdfsPjWUDbBWKQkYeLyDU3Y4BXP1Xxt,353231831.0,1752490832.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,105000.0,16.0,0.0,,,,,
5tJLBiNsqG4Ct4jk6FTc71LMZomveLSn3ZBcGxn9b89PxCrd6U8rDn8USjPZgXJSsZoHV6iDTPFCu4gkExc1fQ8m,353231830.0,1752490832.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,105000.0,16.0,0.0,,,,,
3kbXL5JrumpszpcGqU2BMH3BbsMv8VU2jfMT8kjdJmnXVsfdoUkFPvD2E9ifBY1XLLMbe4LkBwT1MjEqocDi2g83,353231823.0,1752490829.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,9028577973.0,9030582973.0,16.0,0.0,,,,,
3hNxmPFvVkVq3nVY6mBUfD3WPXhtAWd3ffunVhwQ7A3osnaPydNtzmBcTd4Nv9tBZJBRAwAfyLf4kX8TbZmfoxdF,353217012.0,1752484935.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,3024019660.0,3024124660.0,14.0,0.0,,,,,
Jq6UpL11ETXApdHup3QL5sBqUqQxbSG6mCcgBVqzUAMFCGUakPQs1DedKMZpindN9v6VVjPxB1oqoKDMCzg456E,353216949.0,1752484912.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,3000000000.0,3000105000.0,14.0,0.0,,,,,
3suJq4Wx3csBhaAjooH2Nv7rM7XAsPCaBMmDxPydPeeUgUsjFdVM8de2pkvdK5NYtrcdN1VrAkT24qG71RAYBveS,353216830.0,1752484864.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,2005000.0,14.0,0.0,,,,,
4cafKNxfEdmuo8kq75DDNb5YZnE6saBmQGaYS9QGNc6j6fXjqwBkj1n18gryxy3qxwjDJFwgNiqsCRepQc2wjo4D,353216711.0,1752484815.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,3063356442.0,3063461442.0,14.0,0.0,,,,,
48wjDpEK9GP9GwovYne5Dj2NSuyTjsui9gSvggNArp34ydPyLjGpsghaLp1yhEAquaZJD4aKm5y1i2Pk4YbE9uAa,353216692.0,1752484807.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,3000000000.0,3000105000.0,14.0,0.0,,,,,
3XXY7cQiGBkCEoFF7HwYB1id2Y4kpFQYStMmLRtJ5augK8EH8Tt3AkiaXCeADot1LFoAVv5b5iJqLbvJiqUNAtN9,353216597.0,1752484770.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,3074707111.0,3074812111.0,14.0,0.0,,,,,
5wMBwChgdKCDsKPNV1cDQS7bGMQmb8Yyr6RZG9rA38v6jffCiJXUoJSdptR5SByQRX59Dc6htZexQ9vA11cYsb8E,353216584.0,1752484765.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,1542997584.0,1543102584.0,14.0,0.0,,,,,
nGeAD7Szg3xgqWvWnTkBReyxQGkTDD1rriLpqS5LefbLnsJx5VuZUdPURyRg1ndy653DrUKgchbWppiqYo5FVU7,353216567.0,1752484757.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,4538184341.0,4540189341.0,14.0,0.0,,,,,
2CTNWjUQXwF1Uzdj2VNSx699pbuDHjHSgsopuNyWm7rPvVUyeBWVYh3mQkXYFJkvVA75X6BmZyw9J59muQ8X7TLc,353216347.0,1752484669.0,105000.0,29616.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,4377689494.0,4377794494.0,14.0,0.0,353216347.0,1752484669.0,105000.0,29616.0,29616.0
4rFbnKM2EbxJD3Fta6r6LjzBo1U2CZxLLC2x1CXPkcjeCQqwQ5zcB88xtWpn5AZRMvz6rBaWNcc1bwrcvGhA5B1v,353216331.0,1752484662.0,2005000.0,29630.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,4338965325.0,4340970325.0,14.0,0.0,353216331.0,1752484662.0,2005000.0,29630.0,29630.0
5zXWoHBQ1Bf8HjFCzVdLLWcC9empTT7ZT4pLAkf3yXwNvwxxkSKtMk215WJ3NriPVPDYeTbHov4tx5QPMsbh5zvV,353215800.0,1752484454.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,2005000.0,14.0,0.0,,,,,
2jDEQ19SZjR7ktAL1P7qrK1Zpxdc1eVP2hcEkSRNV2bXo5ydbY4cFZtkPjaQYfjzhn4VWwtqc9Y2R4i74p6ooEN3,353214958.0,1752484117.0,2005000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",19.0,0.0,2005000.0,14.0,0.0,,,,,
2EbtbuiVQdkENAN49GRKYZfjQ5hFc3qg3erVMSNy6HVHhrD1KEcQ819WnozX7V4SGxLG6RemScpYy6NHLGiJMqF7,353212171.0,1752483006.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,2005000.0,14.0,0.0,,,,,
3Gvr9jwWBvnrK4Vgme3KPaP4QW8tMNyAixH7WWbWa2iBktXgHgTsDadHMttXotxRK7vtSbyfKeMgnNRuMtKM6TBT,353212131.0,1752482991.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,2005000.0,14.0,0.0,,,,,
5SyNnJrUzuEWTnxebAVwwiCKvBHmQgjoiW9ZoCRcAHqBFJF2f1juYvPVp6R3AjBbZipNQeq5RUcck1LbXwF3bhS7,353210095.0,1752482180.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,4815767851.0,4815872851.0,14.0,0.0,,,,,
53gqstHbBrSiNtBginc7uu5rCSdiDn1gLuX5Nv3LSKxe6C3igW1MJTeBJp3Y9e1ZbZxa2wr93EDst6vi6Me8hzfX,353210070.0,1752482170.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,4808202535.0,4810207535.0,14.0,0.0,,,,,
59q8153E7t6erktX7i9kfe5TzEN6GFHCHxCjYAV6NngJFwBb5mthjjmUWs3nHYXtkv5x7J6ivg4FgGvkytqJfehA,353190716.0,1752474518.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,14607809595.0,14607914595.0,11.0,0.0,,,,,
52SpF284hJ8hqDUBxzX6S319uCe6i1edT1vfczS9RGjg6BMikruPvoyTkgSiLWce1jXfQMP6KCQmMGLEdxdTLRu5,353190607.0,1752474473.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,5000000000.0,5000105000.0,11.0,0.0,,,,,
2w3FBcaHSmh7BR9hjUJ2vk1nEDGPRStxqwGmgSx8reoEPFzDFdmB1yJEJbfbpnKHPXvrQCyuQvWombuiwFAUWTmA,353190376.0,1752474383.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,5000000000.0,5000105000.0,11.0,0.0,,,,,
2n3uBCcyTmxXHtLErKn6tg7xe9HvZD3C1s5RAgpTviehyHY87pscTArgUnxiBGXxHC5VZgs1eizJLMavhZTQQHGa,353190279.0,1752474345.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,1000000000.0,1000105000.0,11.0,0.0,,,,,
473XjnfGr4eg9dtAJe5r8BM8xPND7F9SMqJWzCguh4FEjiMdE9Wp611uisDfqF5AQS4WAKckD1Rs6xUua1RKTAzk,353190269.0,1752474341.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,1000000000.0,1000105000.0,11.0,0.0,,,,,
vazuTcnHsf8pdX54QJFKsbHihkSRbW14DxUec8To5VNE12RC7q1z9UpnU4NdRUNLhhsQQogYVqSiaXk2qnsN2bo,353190241.0,1752474330.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,1000000000.0,1000105000.0,11.0,0.0,,,,,
G8Gfb79pmDs5ThGpRZeY8FaMJXeNne6S9PMLQwiohjA3ioL32jpvUxWv3giRTYZuoschkwVs96VxHVrnv7rff6A,353190194.0,1752474312.0,105000.0,40224.0,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,5000000000.0,5000105000.0,11.0,0.0,353190194.0,1752474312.0,105000.0,40224.0,40224.0
5WQJqduMMECsMFaaaCQCmZrFwJJE5YgayPNwJU1cfLtR98qnTXZtfmp3FNxaeHL12MKAMgH45LVhzzWjh51v9qte,353190162.0,1752474299.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,5409913828.0,5410018828.0,11.0,0.0,,,,,
4WKdBbfX25dkZoV2FrUnQRuk4B4gdr2TtPb5jmyasPDuXhTRf4bcp15wH2oaBowqVof7iaD3Pya8xzZ67tuFKFEh,353190154.0,1752474296.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,5000000000.0,5000105000.0,11.0,0.0,,,,,
55EnwE1tbZTgqW2JhnkAPu7Vrd8h5taATxDiccQq4fLMZWpW6VeVpfYnus37bQrs14P9AhrCepLLJjERE87c9ZhA,353189881.0,1752474191.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,10387303194.0,10387408194.0,11.0,0.0,,,,,
2zrH8WrYXNw1qHERogJjLDBkLp87pua6zC78aPV4ump3FvdVgpPdc6H7XcYzhu3LyihAawMPENDKHoBYmGLzxHqX,353189816.0,1752474165.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,10000000000.0,10000105000.0,11.0,0.0,,,,,
3Ej1SuKAsCuCp2cvHdJa2DvX8HcnvTQog39gU3qDWJ4BGLqqduEWGGHdkw7CXXbcTRVebFzERbnLqgaFT1x8E91J,353189791.0,1752474155.0,105000.0,40401.0,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,10525424.0,10630424.0,11.0,0.0,353189791.0,1752474155.0,105000.0,40401.0,40401.0
5qDZBcvFHHeXRPaaXFRpxiHD2kK6jbFG3QUL7TVp5X14wyQWoLM4Yu15pjHJiTwRjiGPpGsuhXaAsE9f2uRTZF53,353189617.0,1752474087.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,10000000.0,10105000.0,11.0,0.0,,,,,
xaBQzUzArw99YxCMoCWstZtn9Am11ExXxA87cXvHoPfD4puyuR8R2EkxupZQpDY7PKJtkYZ1A8ZSfWD1NnfwXoy,353189403.0,1752474002.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,7201477791.0,7201582791.0,11.0,0.0,,,,,
3QoerAVsHKJTEE43GzfPjqfPfxCaSv2MvKCRUav9xoddTLcmR7PmSiADWVWMj423f7KAnrzKuvE292VGvnZuNDqj,353189390.0,1752473998.0,77106.0,,4.0,"11111111111111111111111111111111, ComputeBudget111111111111111111111111111111, JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4",27.0,6018920857.0,6018997963.0,11.0,0.0,,,,,
3XKcxxAYF3EZQMyDw1hybxSjebakWpxK5TyqAv1M5iyFW1ocBf4ToXN9Z6Qr2gZKyP9WLNn58yADJhU7yx8rvzee,353189356.0,1752473984.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,105000.0,11.0,0.0,,,,,
3FeQnMXjRcJckwXtTaQQNvEmRuxGCqbvjnqBVaP3K22CsL44eaX1CvCUsi9XpZfAP5kFczRX8vGF93dJyifzLS9j,353189338.0,1752473977.0,105000.0,27863.0,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,105000.0,11.0,0.0,353189338.0,1752473977.0,105000.0,27863.0,27863.0
bCca2A6NvnprKJn9GBqq4KSm2gYNcBjVXWHqFKNdNXAQHtTzj7Ya265BVELt82ac8uNrgMNEk3A6iseAC6tASsz,353189262.0,1752473948.0,105000.0,27865.0,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,105000.0,11.0,0.0,353189262.0,1752473948.0,105000.0,27865.0,27865.0
