signature,compute_units_rt,fee_lamports_rt,fee_sol_rt,latency_seconds_rt
EHJeh5KXtKDzGEx4LBV4BMXUChH2ronJncYmqN2cHupmFkdcMAZGFRmikPovTFDTjcW5UtJRsRnQ4Y14ekwTbYq,,,,
48Gp6NcP4YDPyPnreKrwbRbDtMwtThEHaSmw1Cyae2FXf4BDdUcmarYYsiBW5pGBe9Tva7E9JUgDvtfKZn44m7Ji,,,,
3FfMSnUcDQBcSg7NV1cPZe3JbWyJLCWVrJ6rcg2QYA1QyDcgk8Lux7dx3qYLAW413DKKhFTStQ4fiwntigJemzXe,,,,
41hrmj9aXaHfvGrtiXhBM57KgBfofhkue3dA3WE66J8whrMwWNrUK2tWpoSx6baZJbcBScHdzG13cUSBufbEaRXk,,,,
cfqJfJD7jJgNWNp69JfoE6sfGjyGVmWimX24wQPcGQ29rEWwJTysijuKZ7nkPKBX88f3BYQChcrv7NUoouph9Mi,,,,
akbe714vpSThitGZK3Coy3LeKQxoZcuNW75zkUz9hXFb5CwYvCwzdNi41LnKFMxCbZyAFwBzbVkBjzA3FDJbwK1,,,,
3i9uMsPayRhu1GczgH3xAogoobKoBCX4vy9o8LAxt13egME276tbkuks4o1x5uqsEq4H1WKYbQDxA2UTfAzTwXDo,,,,
3zKiRTzP8fHShF42paDQMT1u8P9bD7ZNzoYtjXYF9pfckgLY3nGnniedVef8jaW72tLeeidd6w8QwkrNiPQF837A,,,,
4QstfU33X4zx8PYkf2mUYo2t7sBZUvLh1Zx8KD7YxPdyaommJ2jVAc7ayHSyHVupPWGbHuW2nS4unvdJkftvCvRv,,,,
3T9g3WDeVzyfGqa9EoxQiFEYM6B77c5GhMymvRV7GDcD2VFFa6XnanYmQnYq6dfnGhDT5QNVU1hJnuF9rst6GMfJ,,,,
2mnP2Q1caFefCvtgyWG463tyyXWcXJtjqtmVBLxUAUZJvQXCZ99p65NJMCGH6o6ee4Uvu4kKotJhq1TzDdtQb4Xk,,,,
2mGQ3JPetapN4KAn7bSEU4rx83x8afn6tW82EYJPn63GNrK71oCcqUr7h92HxrssrSEJ4QJpbPBQzTngiSfoVuqM,,,,
56GgTu9U8RF6agyqDmYHn6kn6rnaAgrwKobzVE4pw5CX3ks6eaExuRQXjTvzamcNPHDwHPq6KJxC8zQrXad5WkeS,,,,
4aqYEGYMacmGG9Z1uLvAT59KQ7tTRhk6c4qLUAW4ar1Egoj5p7etGetcndE5grumzfcjGxBD9BcpkuibVLCnmyJ2,,,,
hjjhuwVAy2j59uK9BdUKA5HmM6fj4oMP7uMfKPobKtAjULXxV9NVBbkaf9cBJn5Ggv4ZW87mvegNjnWk8PaBVZt,,,,
nMf6H34E9i9rANqxjK38xZUTZp8ont1ve4vHwpN9AbMd9rtniQVkrhCZi3Gdkty1i7T7dVNvxCD3ajA8dS4fMgi,,,,
5YUqzBMrGSV5iPxUmTXYuyT7YATkbm5fvZD5H2Vn63k4XYcjhx3dX7B7W4aLp5S6bhGGDXujdYgkGkWhLJ9sHgUK,,,,
5dYLAVYtTPhXmqLMk4PZrsTjP63ySPYdS84WqfbsSEJsPHYQS2tCrnnAi8yY9pxg1fsGbMBJ41r1b1SPDzb2PaLU,,,,
21qLNtYdWrgwsjCcXdsgUuY47g1xmDuqr4aRinDoYpS6XpUhwJtQ7PS9fUE4RbceTnRtmqwySiFLQVdqzHGVrSUY,,,,
2aTiZ7x7TnREntSH7uo6ucWtFB1y7z8uUFhGcJzm9TLuMgUsXF6nkNumnNyh528Hut7MZ88e1yaULVMLQSrd8nc8,,,,
49dZf9ax4ARHb5HG6RnYABuvdCVWJhnxNnRFJS4sRHYDX5RxMtPxmX8bcxx4ohRt8MSU3M2rcpSPaacGu3KfGfnD,,,,
4Xquk6QLYfGGYios3nRboRVLtmLHPSMcEQcbve7Wz986oR731847xGMGou3AXhfvGNxturKyPEvDwmrTc3hd283v,,,,
2kto78HzXYtV8FSLi2QGYqieWABC85UpmTtzqqrsekn5x1hHZZvWhr6afGri4Eohri2nBHPadsdZQuuXKP8Q2saF,,,,
ibTVCBGDX3NiKin5kuk6rC12CRA31sSezgyj5HymMvFsRKUHiBjmWdbT1zWkZ4GqcAJtmvNkxBBbm6mYLTXWsqz,,,,
AdmSC5x5HC1aNkHpi6cPntbZGpsXhGVsN4ZG8kj4f8ZYvkTgiRm6cBwLyLpv3NAVJqQLqFdfWqqkVDsJBjZoVxw,,105000.0,0.000105,757500.0
kmz6ZKsAqDDE9syHP7obTUHUd2iqBu4Q89nLAvkUopzNWkJ6hTQB1GCVpqDWaeQNvCiiFmJ8QWZ9WK2QVQH5YPn,,,,
2yQcjHeSDrPGJyT49nMLp5QeMnH4dq7buGUKJZ7et7XEJas7Wq2ArRjKvJkCxTaKEfjAkKRhLNPwJbL5X6sRoM5Z,,,,
4R7ksaGaE81DpGxYXEg77tStmtPGK4AmMnh8tyEu5UMWCiy5H7fjfGakotVaCmuEDttUSLuCzdmFvjSQZbNbJwY1,,,,
5NTfHbMk3og7yrEPNYEto8ph2dVh4ZcnknyZ8DKS7MHTxEoHTZ7HYppDmir8ZZrbGYi3YxqN6fRH4VDjbZ6iZ5DB,,,,
cXSVoLD8JoxcMUMnXRKyxQZz76tdkJ31SiahWDjccpwZEePxmD9ah8zgwaiJ2Sdgb3pX3qAcyhgXvgoDexUrawn,,,,
65ai3fYCTmruh3yRAsLQq22Fpw4ZUyaBt9KSrpAq1eekGCTavHtrosB9eHYUWYdpr3cK8UrDD4uZBBzaaazkbtR6,,,,
5JuPUGoFudCpMfhZrMX97A3QWDRLZ9RkLias9jezd1yD27qvPuTTzWQsxQ8pUz6d7owZKK86KywdKEJ8WQ44zMJa,,,,
2au9mnQyxognMefFLnenFXqUnX1AEozfTT1TNKBbiPmjGX828u9peWvUnhohwatHjoKjFGuyjZHZcLDNkWuns76f,,,,
2zU4TFN7irm5TZvRkZAQ47oZsH5y9AzzSH3V69rPbyctXCuQ6TmS118xm6MvtVrKQFnRzgFXdswSr3pvpuKeErca,,,,
J47njYAmEFFXNZ1hhatJJAUuvuVWYeJui1u8G4KnxtK3tCujdveSE25EhT5TvNm32SVgUtTVnhECQCj3X6bTnuR,,,,
3eH13YCdXmX6VW1n4PaUZnAfEbsLcLviAC4hEhTUvSiVeqquJqKXK2NV3ccEsbz55qtfUhvEB7MeNW6bYtDvbX7Q,,,,
3gY6EisNvCYWnau2eUyxwVMoLqmyG2sA5ZoLgNG3r8sGakp4kbA2SWjB8b19QghAvzac9C3KGRD4BEuv2Wg2VPns,,,,
3wEr1sBGnaj8h7RHx7kn6m9AzcBz5NM6WxMADzwjujGWt2W34s5mfLE8wiuJ22Q7XwpwCzAikJqZZ3XDrP73To8D,,,,
VtwAYFMJbiopNGedWE4XYyXAqR7duEf6Dw8B6gCbyZsGGDKtGtXGan2Fjn5ujxj31FRg5Cexqv61mzdcGfWn81q,,,,
2s8SDWwMpCPWf61RTKFD3fUDGDs7UHZCA5Uyq9HYQU7vDuxmmKDTYas1rSFT9Ac1SSR4tBFspZrVHvUowhofYPJQ,,,,
22ZbT1oyoLVWpHmT1Wtt4vskyZGJ7xKAMJAev5Ci7nBw5yWSy4wzvmbbPdL8sEzY5NwYKNyHR5BBoMXbfXVZhLr2,,,,
2CzgYhWcsbxygPFKGT266yNBFgqZ6asVr6DTdUyBW9zDxMFcVS9ZY1GvYjQcvSF2V1aeCw5JwTbs39V8JfrapZGP,,,,
v9jhvPQgGhLvyDfQ2VWvFbQz1VuJn5JE71KXcmVGZuXXo6yPRhA4uFf7vGFqSK1t5iT4gkxJpM6BZNWwgr8NLnG,,,,
3auNFSuBiMV4fNQ6Z2XW9akx8XrNV6JXn6XET7JGrTXat2TR52Nz4ZHFNDYDkDJHAfBhajcR8CJvxwmWR4vTjLhv,,,,
3hhhAgDVmHf8jhodMWvmRYc55MTweESxRYT7eBEnWWhsS5MsQVnPt2dxRWB7iQ5iJnN3AJHN1nAipWRkysJ8pnN4,,,,
2EthLZ8ib4jBgR6oEbc9hr6L4kr8yXJ5NjTqSgEcxjsEi8ZsFS6c5oJsAogLjN7HDL4jmjdjWZmRv3tYLSgoKgpQ,,,,
QjfNP97TeGS6xD6eUpyxApNX3iyEr5Bv9hxRNvgsdGrWftZUFJeJLpgxzKU676373kFS1TQyN2ohmBiQYpEYmRX,,,,
579HapnofHreDUtEjzJ4dhnzep7MrJiiNQEdxx9Ux59dxrE3qPCTUbCj6PDhMT3BZX5zPviVeDUKmpFb7vDUyfeT,,,,
5WajFX67zviXdQZgQwn1eywm98LisfyKGFvet8gJnM2S3FndhUtzkmAH5hRLyTMHiQVVeSSznc4WSSKVzJXQ4DNn,,,,
2wD9DAfrPrXS6tBs8ExXCMPaBk1Xsh7Sptzv4X2G947eNHTuUYxeHfYRsfWZ3JD9MA6QbBLJNijizr9oLpgLDCN5,,,,
5U5DtjCTy2U4kauj3c6YzNMYTGd54Rk3ozvcLbyyVnvbn9MEYrAYZHL8QSdRZirZ7iQtVaS8WaVbM4v4SQYdZwok,,,,
5nTVozq2AeUEHtbLBpD7wXbwPjVk36w8YWYu84CHxhxqWjQqv3TQvET6tm2cW6PeqeDfqX2dXhRYTd6B35qUHtjk,,,,
PQ54jsra18um7hoHB3sXKR9s6CfhT6sNQm4EodAfMCwCssFgN8DbxcAwnDG6pjVDaahJPHup6eRxB6SYURoWvyw,,,,
Gr3jTWNz5BkbZV2KPtAqxr6XUd86PKSZLtLwPi1rW3VDuhvysx9vGTMm98ey2CKnCSG9MzDdVS8mhJQuRsduEj9,,,,
3hVUzB6nzFdE2cZ6Li9e3eNgcQwUDu3iwPn1wfaSRnJmskwTKX71eRCBvMGuiVwLxwBdrUtwQhD3CqeNN7aG6pYN,,,,
3ZpF6feLeZfKscDWXbrcdE5qyvFYEjDk6Fzewi36gqC1nb2vJQwPafS2jSE6zS3dyFx53NVYexnPrf6S3Heidhzf,,,,
3tfKi21gqeEhiMR4R9QbbFYBDDR7Rg3L5AdFwjTvNk413YoxFGcrdEuVtnbLQkLWFLA85kJBjG1BbibkSeBhzbkT,,,,
3bdsJLrnnVfCjbwWPdGkZ4duk7QCbUrz5g4nBcH9eTjoyV7J8rWwGLYRAwD3HH7i6mc9QXy2pyDbh44hCTqnX83Y,,,,
8NxFsnS9bDyMpjzTxW35dMCUhJVzjpWXsahL7Y8tSqWxoFbxQji6uikBdTG9UHJAFn5srdDcafVMTbvGDQg4CSG,,,,
3BgTXJ4hDMGQREJLCyjVjeAhvaX4d3KVkXPnWeJyuaoxcdnt4J6ruZ39VwoYoDpkMLQg4abAahNodnApXN3xKixD,,,,
2FrzATTT8BpaNfG8LL2QYU3Gd65hzCTQyJkWdx3rjzGbmmMbnqPMJh47LyxNFz1itu4rZqeCh5cuvSWwti17u3Ls,,,,
4HEs3aZU4ANZL7pYCgJ5dia7o8XXEtA7T9SpTsAAUaEny3ryVyEv5DZB7Dn4bPZsKhEqRsb4sKxMCyBoyNgyMsk4,,,,
3fNTGr14EHPvQNnQ71uDsjhGZaWq6ddSkZKEKHwPdMJR7a8jPPwNJcHAdyKhhWnW9RjavUL7GsmcYTAHUfo4Fnez,,,,
2h11CMib7yVL4PXHnzyzUxUthzpDQiSzkyftfkSKfLGvgRQQE9sRfgkWKFDq1XSbYqAJqqXmwugQRWYg5vxY2pWg,,,,
2dddD3NAfQfzxj8Q5ssv3K2Z39cDUmnCnkAzfe1ta1R6U8b4xFvg4BXRV6gwVkFhqZ5haoxqaFTFh6GNxqdRi76h,,,,
3A7eA47bJSkkvLncLme2WDctEZphnwnHJF4wNDgSY7udUCYog73mKvF5kkKCySqExfcHR1iqMstvPkuFkKEVt3z3,,,,
2pLX2dHztkvEsYwjamVx2x7TLXA52vmDMNTrD5DKFqDzzsTF7CRwYcKXS1nqhXcogbsjGAqfZ9GwCmCaTdJM52BZ,,,,
2WoFv8zERDvHokoi6BDm3c34AWcmWJb2tZajjWHCdm9khw65ZQyMWiyxopBeRVukXXqvEAZ96JJNEuATRFfMReRd,,,,
2oFegFU7FVS1TN7v1QLdh7ERWwMdiwTLZn615UJLn9jG83GoGgVXWMcp2QuouqjWpvKWC1nHKSSMmezHLMGCxnGi,,,,
3jj2cXAN5MUMAYvRA1knmYQenqXi634TDLKgdUoLSk5rdFG8SxTbfVAnLw5DarwiCUr2bLaS7au7xfArmDfRupPJ,,,,
p7HKgsacyPq2gUqL9SPB4qTRa5tubrZnbXqma7unB8ooL9tz5RvoJCJCbVJm1bfKwsZEPjxxHQGjEEayDbTgC3H,,,,
5WogasKTXZearvwbn53mbGBDXfnHTPhocaZ3JdajMdm355Q9X2eFcKe3NScZf1kaopWC2sqvf1XgEJWwf9cn3duh,,,,
3smYC5SbqdqnpkG7QE4rPU91aeRBgEw2ERD6zT5FB9wQmas74jB4LRK7mKg5maiXpWBeSuSttyTKU9Pq9YR8NFaY,,,,
mdoRq7rpGpz1yy6WriekWd5YgQnFJcZm5y4qzgJsqYXfxdQV1QEW658igiSsk5kNUBmCdprxtQm8TyJurNbMMGx,,,,
kpDmSvJ231tga2EXQqfv1GTfLtJhvTAgo2UptGD2R97k96xcAxfXbjx6KWBbXYqfdfXeUboab51kAi2636Xz81j,,,,
2fp3nrHN7dTF8Ba6EDwsgvnEbKhboetoWR1UUCRibJ9gesERv1JYKsgwEQxakBAKoesXu6FK2tSTECnPegELYqyu,,,,
2HYkBAg74YpNBksBhWVsW8FuBePwp6jRm8CLxhYcj4ETSYXf3QhKfrX9Yy8uveo7Fju5NEZkRrQQArTFkerqdH4T,,,,
4PGzaq99mSvAaQBj1ANeoVvkRKVdAoX924y27o2HLDSwL69xVDRE3NNMi2fDnsjod8rPMHxSGJobRSb1zsqU15pY,,,,
25bQesc2dQSq7kiw95tUfzkxJgiZV6a3a4HieKnZvoeUdXNSujzxQcZBa443RTDq3y1dqLRumLbWkUdRh9JtSN2d,,,,
m5JRuq1ukXfGmEgUtXtnSneaYx3MtUy8dGkhxuvdiicPxX3p4y2ZGuDKqkdfGURueVXVPfe3V8pUV63E2Lw1FK1,,,,
5iwTjUHDWcRJh5rsBribcw5dC2dq8wcQcWTNBq9s6UFkrkPGwhtXFbWGN6qqxupztfrbbLZ1WWDUG9NN1D21NM6n,,,,
2uQifrPMfHwWR6Zijb7HZFvFVsaeNqQWetXGs3V8RHWx72VsBn9GhfworyWD7eTLTb1rMufA82grDoZCDCtd654g,,,,
m4pDhtmuGVDkABnW1j9d6tUzF1evcaBekzbPdhhALPMPmftrUwMxPUZk2aQ4PndGBPd93zJPMdPh7z5YSnxbAzs,,,,
5wNYgmvFSAxb38szFH8UWs538sEgWqdiptxqtBXHU5czZPfiwDgMxsPpZr7NyTfhJ9esgHzwDybTs15SL42a9zDW,,,,
5dT8XNHFXCHf2tH98CzPzhYxrciLngJGvXBSEeKjzfusWN2wTnJAuaoc8WtTTcUQwzv2QJcXAoFUKmot1wQsFrkt,,,,
4PXtz5Uq22M9pU4ni8AzYNBwmx4pHCZfDtk4B4XzjeTbewkLBTBHF3J34QP1oYSYB26K5Bj1cTcqg3rrQ1Z5hKa4,,,,
2VYAHqbcgWhEtyB6TuRTAqneQKp8mdnVvxCb5mxdX435Hy8udoDh25E5kcbhNa1WZLWEr6wXwPNF3W9MiQgdyYgy,,,,
4xJqdrJ3VNoBe98NjDK2JhdNMYUAT6W2NizXiTDGiytWqgnbd3WpFoBoyChBqV8g1nv4JnLZPvTZM8P1M9vsCjvY,,,,
3Y9dgqWnj9gM3zPWqUkZSbXvpBLiT9cdTpbM3EuhWfeX23Z4mhb7PVMxxkkKmo1qUQLuFfJb3uELj5MXNzno9vGp,,,,
4Qb6z2SnqLD6ADdBZsS75FXrefLdTmSDWL362xdkFoQbNK1oNGiocwaKMi45dYMFo495PicUHUrsUcYDUvkPeF6m,,,,
5yS1p6NS4VnK1vf8xQkfQMrpGvBEoe9ErskvG7YqsYgCdUBdyu6BM5m1gsgPhcaQLPeb1X2sPXvgp1k4XM3Rjwmf,,,,
3TZHkpswxr7kNLQpwYUyiKbb8zvsvHf1fvEbsc5MY651T9iZSxiVgsRsY5aAC8Grz5H7SpWxFif9mkmbiFfuEiUZ,,,,
4qd685BVdSGCQEiES3jeuWs5jXAH6fWkkL41va4hnr72Uw6eda6cVWEkFAuhNWHqWpq8sx1EWdZm2PKhDQaFvkLX,,,,
2Jy7AeEWKQMpFMKW1LQjfzqeHviEEziTTCDZYiUJujTg9USBPc5xTGCbFEnMbsiYTFMydACLLAfBQDTZ8ze7mPkM,,,,
4coPB2QVAY8vVdGDxBUH9TUi64cVYJfaNXNudxcywE1JsEtwLP5An5hJRdwo48wknwUpANgtrHwdURG5cnLyvM4U,,,,
2MeHcTFYry2WN6PdG2ZSgT4Nz3rS8QUfseoewGxd4KBGyDZ6vrotfBqnPPMm54iZgZVt9EFAxv6iahiR2jkyTLyv,,,,
3iuuBDmdGAVjH1TsTw6B9Bmwb9qWTnnvavojyVcY9VV1mJnDaxEPzqMFEVTmeEPNfSmxaNDWkeUiBci2NvHqvtbY,,,,
4rLh58Y1PFe5vw1TgwJDENVkKCW4cTcvBwD6zH2zi8skpz7SVBiPMo71AEkJbeJWRQdk1Jj1y9evvd7u27MiSPTH,,,,
QsZcHiSfyiDvQNzPWBWVhNa5JnGd2pjQpeiUtTnCDoSYqmLq4mvBXw58hZvjDBiKemjQumfwbrE98A1dH285XEf,,,,
595v33ot9DNmHAGuvVwrRZKHraUesTPm1EdASpSV6QZHwEEdGdcYSWo14chyKA1wwiw64jtFKLyFKaj7uVgmPhXB,,,,
5AFVH8uAPRAj4vmfvhpjimLVmjrWZjZeaFskUuk3dSMChTWdEpmYtgXTnSZH5s5nMHWZAK73Lrd3NFRrb4Wf39V2,,,,
2HPe6u88ehsnr1jgtHxCu7mp1HzeYpmdHZoQmPuw47wrNmZojDSzdGZ22V4p7txuk1BUz36deqyKEhmtGuojUxPw,,,,
2zspMoKkR7JCiRt8B3DJQq5SSH4TnnLLfYBsiwD7mbd4NnYbwecrwzaATxs2H5nsLewMWhM4csUwKeN8m8FYsVps,,,,
3qx53DVzRvYrGnpLLVzSLCLH6GP4UNZ2a2W2yaE2kJiCNymyxxW71YGQRaeHcPn6FzJzeQhXKqUHwusQ4FZfy4Lq,,,,
4YJcKVjvmsAe6XwQKVbDbSjAHN2Yc6oBcHJgfm8f329om2C7K8U3kpTBbVFZX8NrEwPixke7dWKt54hVKKcR2nfF,,,,
sLeFuFv2jUrfdqVZ9eLZx1KyJiM9CkodsraZt6dajAjQXnnS93WvjMESzpJg64QNucayUoYoDwhpzaTgtQcuE29,,,,
3fCxbn7U1vJYfyg9THXEqGCUwXbVEFtvt7MW7hMZxxW649x2pAuaY93F3wRbanRy72nLzsyMm1cD4M4LmaSSQJ89,,,,
2CTRFuvDzRa4QE4xFsxEGeHjDXkqHHvcveXsSgdhhMhtXxSXY1FJyvLEzJm93ZaisbtfXHuf1hPan12FSmHntgAz,,,,
5JkD2TEg1CFgmYwicE8tDwBb4ethwTmF2XjfhY9zod5eiSJXUvqt9kh7hNPrpMJqWvRZoeiwjpQC4LCsWHeXyHxJ,,,,
4tnnWHLQhADqUsXbLMvtbwbCeSdgZwtuhWokB8mqYoFKJ9jTEGWKe5ZAXzo7jHC7gmcJYkbNmiFCAjW9N7ZLsMF6,,,,
4pdrDRgiZ9GQeGBHxntAoMcjbDtT7P3hzcNVnYiHp1mhhGCKXv9GFCmyUwUyHzJPYGuci7CoWErKDr1qaHbVRBZW,,,,
36q3C4jKt9R56UzmbwNLUyuSnj4gG3RPzVHNrc8iWa74qTLyN3ztEtFu3nKJfob6jHCcZqfC1QSWKxZHBLj1iEbK,,,,
5FqMveDAf74cybmZKt1Y1XxDwGkujsWkejhvJmCkXWj629ZL79gtBCntwyhUek7EtPGT4GwLe44Lfc3qrD83m9EP,,,,
4n4e58JNk3p7dZjnfhzAvD5YiH7jpF9r5Sv4DvLqJKxVPYnvQvuYkYUjL3QPua6tQpUWG14g1iq16zxqeYqRg3c2,,,,
4XEw53miHywkwzatixKokmmxPnqnVUkmb8sB2fSEqvD2xGxgtwfMr8HeUyEw7Q57i2NHj2AmuHgRByadmGNiDVu5,,,,
4itLcwEfPoC59Me89gwQSHJoii5y4bfSVYpFPbbjgyb7937s7yfoA24GPYuu8uPfHVY25rNDcFnQShHkMvgq1eAh,,5000.0,5e-06,884790.0
4wYwryewsD2wCPJoCGodtMvzJvWAL4YxipXsQzBdufY2koJED2DLDX1YpYJhadLFgQVawGJRnH6QGKAZK7H5Yo5F,,,,
3hcv4qVqHXfAeRByM9uCGUR3h3WAZQcivrnHkP9K1Zz8e3NBvFC8cro2ZNtCJ7BDSYUvY2A93miaHqHbC9wpXKtS,,,,
4URW3my1RDDSzvygEn3fgdKisuvwSmdZgMKK8FPLcoBmAGQ615LZGtcq4TeZ9UYwAQ3cvNfk2QNWh9m4txeMMJ9K,,,,
3VRjdtLzcbvw8W2Yk6FiE2BXc1XidQk7QrMX3Xva8v4z76u6deCY9ursEk2k4bN3oGXFj4sRRx4WJWYk1quQKqoN,,,,
5UWqA4WhAWxQqLbqHNgiGHaaxfUZddWzrByLHfHnfezmJ4b9pwMSHrmAYEZeXg97e8doJDKxuyAYm5fjVyrZA7Ac,,,,
58yWuphSTMLK753nL1h4SR2deheeQnSSZQKEidCbC7JXvuTB6apACtWK42sED3TvTyqkVKrWu1HtGGoZjcWhqi7G,,,,
4ZxwiRGbA9icPChbek63zor962PbJskkYZ66wKdhJiji6kf8Zh6wMHXYF6wNcTVyPFFcGskXKBYhhyErUFsXtNEG,,,,
5qZPja5Q5gCo1ziiBHyjyA5U9Yhi4rbwq9UPxwAH25LMeCNbTCdqpisgwQPzpkxUA7k1217vLSGozmmGFMDBwfKF,,,,
3TSgwikPNtN5TpYLUm1UBRCtDHAZizdLR8VFk4uZu9SikFvz9Z2GvhrMGHnydqacWBMFZJdsRBxecDys6s7XdMgW,,,,
5CHes5LhUcJwkPyfrEyMT1mSyskChtcYq3TPQ7Dmy4gXAvmn4GnWroX4DYD12QxWeyS19tH29ALmVv3z1frQ4Kx4,,,,
2w1CcKedQcZcRuBngAzZM8PGLBnHnsV6v2hn5frNpwjh3Jadxf71hXXxkgF3KEMRtDp8ewxAJV3VdnJHpQon8Wgy,,,,
5ZApgM9STpbMRBfoDMp6EjFA2bDmmMDcC7otxN9w5A8eDspRfa3k2X7QyHRHQc9wMtDPRmJTz6gpTKnG8iccUpsC,,,,
26x2qRyzSVsavVhAFCbtQYfKjPfEoHGRsVjkw88okQyiiiAt85HzK5Z83SeC3zXde5jgE92meQ5xsnpZTg4qxF4h,,,,
4JqnR5wWdmddbethXKvkqkre4hfU4aFmoCQqVzZs6axVxBveoqaBTM5aFWyjdeaPMhWCwUpgCo5obKNfn2VWQoXS,,,,
4CwConYmf1wZwyv8U9MP9FT7psNNLNh7Qa4LRLjGKXn5HZMjRhj8PczLtxamb2o5BspHqyLUQdCDxAdjjNUVLD3E,,,,
4yqvhTVEcJcQyzJyD5NX3CT8CBKaeFBF97M6xbnk4TfUUxKBCQi6pdDYDpTh4omotJhgXN3CoDeDDRfg47pRJrtC,,,,
8iP4t69EF5i9hamXNPB8jTF3T6VVHVsXz4h7133SgEkddTHobb95uKBSnPrtAMtWXH11Eig3LnGP7uYPdFexeKJ,,,,
37JYnBGJdWhwQdCLHmwTcwfF84ikjDwKLPguNF9swCGVTaaqivJVEdjapDDaJcE8QaLFvVX24AdfNPgFwSVFpDiS,,,,
5NqdMLHoy1aVsxA2mRAeU73wFmZHg7LQd8UrQDokHJ7UZu4N8yfDa8XtXWHbWkVjxYLEU4nVA4gDC277pfMsTvbh,,,,
5GAdFDJZLj23B7yM38EWGKXajR6X2YuvMGCxNfc6a5akoJbksGiSwrH9wZZc6Ms5TeCcNM3ZbuGQTBuFwPPi7oWw,,,,
2Uoh9s9BbSPcSXfXqVevTJp6uX3JPDzFpqA7P7AGcneKHqvQH5RP3q45etzx2ae24T4FhsuEV86Q1SLRU5wu4U2E,,,,
5PsjoL1QYxgT9s2Mz2izcd3oqh9YpWJJyqxD6zSidPvh9mUhrh8TUkFSLD2PC1aoPpkpkrfEfQ2mn1LtttJhJzEA,,,,
4t9DRY8xpQx2Jdxe4w8hx9hCko4sdi3K5Sy3o9eHPWrXhpbtw5EXxPj6ZWSbihacajSW3FwShRLSgmydSZWLL21c,,,,
mT4KPNvhTUj63dDHnYynL4mZwPasdZzc6ZE2apf3jVwVUZQ14gsitfzQDk7LD1SVQkf1mBedTusXGpq9F8kBAf5,,,,
2vwa1MuEgEGufwtpYX5GfzdZWkNDmuzrQVSD81LfsMt21JmcVNCGf4Y2CBwbLRqdqXE3aePAmseXwSZNCzGgRjNM,,,,
5iGj1ZobwGaCNPUGDqRi2cdvypMfJM2ak7QiFq7uUqKEEzGS5mfcrzL9mw4i63z9VXyVoH1zrzeF3yaXCZExF5vp,,,,
27jMuqmurNPeYnd7ZxKKpkG3Sz9uJvCewbDHBP7Rb7YCbLZEBW284ZnktCSzpczELcAuGS3dvnvRZZUi5GW3U7qL,,,,
3hzQrJrNLUqUhQN5zfTwMbsbEHDP2nEqvndxqxVygenVeojUhp9GmX7PH9JBE6VcYPfLVuTAG4Lx6A2u9z4hTYgd,,,,
cWA9QZASnRzVdaA1xcCCoyRhbssw1Bg89dhfEwyCEecmbPWPgvyK8PvAdMLiVmhcyuTYrVJ6ckr73eZx2JS4iDb,,,,
4xQG1XBkMkj9cciyuM2EYR3tzyqkbXq4WmRz8CL5YT3Ei7GmByshr1MkooNomfiVHRjTanMUWELnD8PK9Tdfrcmc,,,,
49qvHxyx8wEPcUpiALunmx1gxKQQiB3hadn7gZgMDDjamZnpXujjXGUnCJQ8wTVVrDnBL3dHtMzZwKjsX3cRTK3U,,,,
2uhgM5a3RBrE2m3pKGwg4UF6iqWaeuYZ5B882HTjDcZHjnB1FXJSbwF4CkH68KchudZWiXWWsHBRTPEmC4swPMXS,,,,
2zt4Q53Abh27h97JEq9oSNYixujthT1GgRjM4Wwpd9vKecmu6SULJQFnk33Z2Xio67JMsuUGBKg6kfC7AAc7jGsC,,,,
2t7exhReP1ePJNVvnfrpqfFrb9JctLP8jxBsHJcTRSjEBDjGAVA4x7798PomDCpjADPEYHqeSQw1Y1SRCsVzVcan,,,,
3MsLPoNtWdcoWQkajsZV5GNpThdkECk7qopXrNkZuvmPjySSUSmaCYgZiyTnwKD134GbHLiqPbL4yzRbVuXkD3VP,,,,
2bXtX1bFeFCgGcv2d2MiwWzx9vqXAVQX2EHNnLHEEXawSWd26QeM5MPkv7JrsdNUsu8THFFgYkykAXYtiHHWsNkx,,,,
2KQgF9c3rXeikqDcy2B55sWw9WZLvmdAAQm137DEHssQTPgNjJGzQgPAXgPxhEFmSqpLCJ71AQDktp8wNG6E3tL9,,,,
4Kq4Ah5SpchhmQVc9h66BvJpoGfBzohL7qaP1jwwpXFEsdkTyAAaVCk8rynNk7VPbbRpb2Z8frmJ59fyuAGPFHxd,,,,
5KVnLK1o3uzmwEq89cbBcfLqXwJkGwQW46HpKfS4r5WWqDqsVK7vodkWp1xXnErvtgMbicqooQ6UdTuZHaRigZWG,,,,
5KrskUyi6K7K2otK6aj8cTNriK2u41aQcvC6DdrhHQ64hWgfYqGGEk25tVA7Dx3SfCZtk15rwC8LDVPx2tFb4fmW,,,,
TuDV2akrwGr6cM2hbBfnwDVNotqtGcMQyT9Dd25QdnTGYwhGDAp69tf8bbNxg7ZSfHJ84EFUwvRSqiwbPJaMwEv,,,,
jE6FoPEbisxzfE7ejVU1iu8isHB7vwkuzH98q4z6nX6cRL7GcFgLZntupRv4pQjfZWobwDYWx3f7wE4Kyz6GThF,,,,
