signature,compute_units_rt,fee_lamports_rt,fee_sol_rt,latency_seconds_rt
2fPnevYS174qxU3FBgA8UxWXmvMRP4u39wLfLcBfB4aASRGwFyr6UZXHYDzKA1EGCocjVKHK9xkKXMsBpVdMgXGE,,,,
4zPnubfdpYKrKNqCtmr4qwPfy3DVbygoBW8QeFavrUgGLnnFLp4c9oL45Gov5sTgvGstWbQ3aT55JGnuVKptWoNo,,,,
t1eN6rv2urDjWX7pnpqPF6zhc1xPCHEZf2ohPZDQyDNc8BkvqvGHvykL8kFK9CE6EQgcPhfJ6kACjZDLEJQuaoA,,,,
RShqrr56XHqVzmYYwrGmecj3HSN2CdfmL7U5UkRk2cvmhQGqz224QzTfR7twt1VkpxKd7ZbeiYQACXKR6nJr2fo,,,,
3hv32WHuQUL195dwuScRfg9o5PmpB6CwQSmJThEsuhYYZe4PbtYWNnqvsv3MJpNcSB6m7Qsyja6g6VhPb33L8ntY,,,,
4woKF3HE4AuKLTbBXp2ZvaC7cDggkcjwdzUwcHKpGmV5cdhe5gx73YFo8pjwdr7QNK12ZwqVQnvpqxwknEYJBcV3,,,,
4DMMvUAU6yzS8JaCjAc3EfcjMRi1Tfs2zgXgiVx5wNQ5YeUiarH9rftPrKsb2XKRfqTdriXUfZdmuXuqD6B1dACi,,,,
hpRHE4cb1H2ePV4YiGcgh51WVZL8xmMrqrvJnigAzq6FCdENJ6v7FcXsYGb9azcC3jhWWHnqUN1pYwdCHjmBe8m,,,,
3e6JRRxpPQz3FEtND7wpEQYMaMkPKAcvc4Lgrj7gv124NEUPCHcshg762gYvjoHZfuCgQtuzFTr5B5HsGtw58pK8,,,,
56ZRax8XuHqHUBBtgJ3TgThwLanWiYZ2xjysKJqoTk5VLrTtUyt9bpiAo7ywrta3uyBp4a2xnoV1deyh6MjrZsmz,,,,
4dXzWjN9F4GEGM8x4KpgHiVmTLGCabmL6GvaVTKRYUsbiEVeSVuhgr51EQU4fiJ6TnAqQMtAQtr2hRrvixo9Rp1k,,,,
4jr2Hqrn4LHvXjwtCYU1DBTLkHTLuJVYwuz9BidbzyMxBkDGAQvn3NVgAuRL6jtFjdgFwAAcLfvE1nofAiqwGbSb,,,,
3DudoNBa6ZnF6G5Mk5Yh73o1tqALSnGrwN7EzsXdYxSuz9dSFyNHrWHAfvrccHJHLABEHtW7TdsqTrGQAv9McXLA,,,,
3JWQs5w8u3izjCK9qNZLxCvSKH7rccJeWFK9CJ7kd5V1trVSr3dzkgExbUy5XjnvVcTXxYH9zisZsNXXA3c5gnH,,,,
5hLp6DzpLFSDaRwVFMa3VufXAinGijNG7dahSFaBBDqce6Wc6jdMyhts77Go1muPcxDz5cpRt4QUegZH46imxjeE,,,,
5xjkmfhJYG2aqjF8rZtvzj6MyN3ighBj2n7e88WRU9w5wfiVPUhcVQNsnCZDpEFDm5NaUFgZ2WWV1Vgft9gEos1d,,,,
rypFsN5YzRGu8D2jEZ4Ektue4GCeJ3FkHZLxueWwYKjEJR29SotyB9cCzL2LhZewfiYZ9xQ5mD4KiTeXxofDAJd,,,,
4aXWzpUTpTC2bMJpdHmD6FkP5BQ7HykxRQkWowCY7xRsamribQYHqqKUf5sQ8TS9tDeSvb31C4N9YZ1TQ1vukMCX,,,,
4u5yYufXjkjNE7d4VKpRUnHatqB2mGHr6Fhcmwi8gd8Sqd6GzFdZusWh2xGCa2fWkShxwc9HjdfG43HDWEjAkKnA,,,,
4pyKN1Xr6giHGqzeNXvjkUfnE29tsaHx33aHVPL5K5FCNqegSJer1C7QoyXY5SP9crCtLXRAVjFNRr83hrUNbdhf,,,,
4fxiUXvHkuF6pcotPNoTYeghUNAc1KNwsaPnWFsepA2GRo98iYUhipQg23BCTrTBy4oxTVb9TtCfAE5LT7cvP4oD,,,,
kFHV8gtjjNhR4zZFVezCZc2rdyUV5k3wNV1AcZLTe7VUX5CmP6tatCbN56mX7EyxBdvktYdRQQCQ4TqzaBDu8dB,,,,
2j5LsUsYj6Db8FSQ6c6dbSPEvApwq1Ssy9VQnwrvXJTMSU7MM7eoGnhpJptnd8CZNAZvErpi5nSQoUMpkdendXkA,,,,
2mVoRPnE1QTsjRXzvkvueJrsEzBy1Ec1SZ5K2dzudERyycUfxnoJ8NDLrDWSZeqXHib5koqVGkbEap1m4cfUAmD8,,,,
yXxFM3pig9KsjKkTzeCst1WaviKcredpXFtpEtCCUpgwrNDLzZxTAhXpJxVsXFQy6wZBxkJhTuq9na5MJzbH7WV,,,,
2HkXnaAVXpPU8y1Bs5EXtztjVsvYoYEo1xoHVLu9L5j41SDRNYNKwTEG2gHPKKuUMTNu39gBgkNbwEqkr51nZBwG,,,,
4mMfjysWk7tuZxejpEytVg6WxRyjnT2fJv5hAGTCG299dXohKMyQySkcHCCgEpyMNY4PHhFdnAJpzYCB1mgyUfjQ,,,,
1rirAz4kg4zD4qbZcdqHkHpbc1eqkw2qz1csPsvhsYQQSKTcdM4Hrbg8iMMMQRYpdHaH6QDeL3CxH8P32qTN3aR,,,,
fVVFAgrGJVYHUuenJHrSRuPmEPqMm92YYGgqDvcCdhQ5MpdRurzY9LehY36bqFQLVg8sZt8aKnNDkxXiYomMBWp,,,,
4cyfYqbMkqYR9vtFGmTKD2Km5cTBudLvEtSsWr3Fkc3Q3CxEZGgWcT1Fmf67PF46kVyDwH9QLc1SkXTYP4yEiEw6,,,,
aXVCiecS57r2NTpENzFAF7W7zGjtUojHeD8bxV9RrTk13gXAmvvu71CDiUgUmyj6dvSdMtN6GujGymTztaxq6Ly,,,,
2EJCJimeMfMDB239MfpvnADvUHsQZirCAmNd9DpZB7DcjFWJoBDbJeuqok7kwLx2fS5MTPSVaFNSJqdZ9WkNxpQi,,,,
8ZhrMPK7XcGmDvJG9jtk4JgBsWk624YBerEYkx5UpH1HN91NiwrU59YTpgMRjWbkCjjbbJHqSCTvqBuV7bCAgtg,,,,
b7v2VCYreEWxHzZvt6dWYLDG9gqwVy4Xk5oTu8RxgtgThQavfgAbWPbhRkkVHBiuHMJqxK6aziCsCMtPyfZeJcr,,,,
4AuxSXCnpYNNJvWq67KfwrYcZCbLWGL1Zg3SjjEmgWiZAp9qvtM9KBvq6s7XAQ1QjGAtcvF9Je1QbmtgzaG2vnrU,,,,
38fv9WeQGwzGQgxawrcutFHx69Kk2Tg833uSaetoJwQrVSsDVHoAoTWWPp2GthAGMFmjk9AZv8u8GFiRMsPTu1EQ,,,,
31QVk79zMa9YkLZKLhxu9TbsbJT8Xvu5CdckyXW7ivFAPreTfgWxysXQoC1pWUHjPgtaeukKskYeWgFRMotJSChU,,,,
4XJdpZVLuoGFz4YzMeKVvogksfVndU7UXYcHEFrULtSZtxxGZDJrxpoB5REidZ1ZtW4D2MpQmisiFxHi1KFXaMJH,,,,
3SFoZTLudQueXFZ8LvgXBjsbVVcd7BcvuZKxfsNHsHjqJPsi1XU16YHEEsPQ1R8FLrgzmE9FYG93uUfcqARi5Eto,,,,
2G4tMEwggQPv9RD9Z8PC2Bwf7hnDswjdrcTmeArnRKdhMTpe4TdXKUCAWk4sDmGpdQH3NR2VciUZm5f2VXcCKTGQ,,,,
yDpdnxf9zxuLnniPjCfrKm4N8SGqNPCZXgtmvKn7qV1jGyDXmjtEArVpxhznnmSb2LGM8Etwh5VfW7ADuL6kEUi,,,,
xSiTQTWjyTeTciP4pskGLJCbdjPKLR2evG7tCCqfK6bkuhp9vyN2MrjcHwXnzVpJUYY2rERf5zqbYm5PV2GWH4A,,,,
4GJcLGAcCiGfzQ7XGzTFPqLiJQRuNkf8N5RorGPZjzgWVw8BzLcWPzr1CW91A57gBZKSQ5P4urLguVSep7Hy2md3,,,,
42yZSMWAFCpn1GsbU4NwUbRJVi1FoRyNsqPMdH5Rvyjm1KJC8JPeuUMhL6FtE2ZYANJf2DK5MAMoQwhvhqQAegbR,,,,
5e4AquqZ2HTPvsuiqdwvUZazcta5K8eEMrtDcmKAbUgEXiQwcCJSsKsovxoiu278tbxNaN9mW2BFonQaDYWursn7,,,,
4xHY751xjYg2k2KbRNApEKLndTM3jgE56jCrV4YYfdZbvUdG95GutkDJW2A4jdmhit2sT8zP2unLcrKrLziNuHut,,,,
51je6SZizDPwXPNqp6ooefpvVxqvkvLRXer9D3nMN99w3rQPvVRCm3pK2kaJrXDi9r4Lw9oD8BpuzLYTJg1ySi8B,,,,
4P3xjVNMcDdFosWTxsu7owx6xHeVzA2tERazeHD42dmCnrP24DTKD6Pmre6u47QptgdwjnHcmbgLcmVqb6d1k3dR,,,,
YimbbHR2h9XDAdynT4byT6ac7oaKBgEJndGJxVdfDCMo9psu8sqt7hXvuwqX9FoprZfihJt2t5bMvnoFCKudfbZ,,,,
kEtTLAkNLbdod7XjPz1u3PNSwEzJLrgNoybNBNQPsX8izorHbiHvuWTmbuzazmoH79rTZQx2Ndn8KcDkLuwRrrn,,,,
ryhbyTmHWnNYhe1KAxKjv739KN5j37YPnPCDvFFdaK9EvwKZ3EkxVsAr1ob8jRwcx6owTm4UnjtGioQtymtCE6o,,,,
EFnwpA71Ndgt2oTnWRYkFqp6sR8LdpqFJZ5cNAaUVF1gtwzoiYG4tUqX1V7qQwRKPGQmnrRDEMFEfSsjieR4QGF,,,,
4uVQyjGnQtAYtofnCzV5XPcQcm9cDQBdNMssHtRFTYNwhxCqG8viDPMoiKbHeYKDknsfMgGDbshsvvcAW5NWqxnr,,,,
3r5te4epCC2aHcu9tzDcdM4Pw5CnmKadXZZuy8YaLQexd89QTaES7S2Ky8XGyUmaEKZqA6V3PrqfoGhwczwxQsVW,,,,
4vecVGnT1pzkdvTsbXYxeUcz3X1ckYDZj4zArY9z9Ai1iCcmEgGiMn9eM7xrM1u81pCckJ4Ji5tLR53LXneLFPEw,,,,
2XeawP4uRbKUdCiPoGjQYg4ACvaomFYewzkdRw7bDBKJSumY8xz4Z4qqbs5QCVbZ5o8wG75TAcX1FvCpinHEuDak,,,,
3zRXUXQQ73pEpbbHHk8Gm4EHZfqkeZ26y4XMFjCAcUVJvWHaiPHyDuCAQzxtoNB381ehagDCvpooE5vN7C8fZuvq,,,,
2dKFpALdBiDjYzQmXqmddSna5z9rZKrRZ2CnQnwjVqMZ6wbuzzMTRpga2NAKZVcaDXVoTLSRqCrrPP7wq2HKAVnd,,,,
r5pDARRLCUtiy13YnigtgVG4AcME2wwbGvmw4yibyjjxUa1ArMutLyZwKKJyHzEVqcXEjw8VUsppn56edCUdjVH,,,,
63L53TerSTMRqiojvUCEJmD3j5vqVRBsGCvWn22troSJVB5DnFzS8uAVa9CkAjf5ZqMpz6pRdmKmtFqN5pUmRZFy,,1005000.0,0.001005,1549886.0
5YcF5vV4Ar3hEUxG4p1xXXzDoqV6WSx36GUZxDsnyG7GX1Aa8eM7UKjHJfSCfPTbPzhxbxcUjd923sHw19bjn6sS,,,,
3uhWMbq8wfqCEHEMFeQdbaBzbjqyTiif3qZayPgpfsy1eFXThgwW1EJEzz47FbrdpTFn5YyfT8zqmBDKfhBmWJL,,,,
2FZ4qh7ygXMCrEBLXeABFnjdySbyUhfj2V8bXjzuWGhPCJDFG1NhaMHuREN3SYPnBGVqEpPAv26tSNaLNvrMWZZR,,,,
V8EFxdbS1Y6YPTR4t6qMkZUDYPYhhuR1WvfNsyoUbFgj5Aci38DXNYKK7k7KVMdPywxKhsoWPvKeBfhEARa3UTw,,,,
4fDDnrByVBkr7DW2br76hCaBwEWQbCgbyLGWec3J5hEmuSeGeHwYcZ92uaMPxz9hdTxHSE7sThKVw2bX1dGq5XyW,,,,
eGuhHFRNfkgfUvBP25JjbQZDEoELwzq3kvgfm15rFTn1o5oTrdw8BMsfbk7t2cJpu7uXrCVZrtwFL18KVFcx4ET,,,,
5ccWwwGJGrpjXxAyNRd7Us82cRNWsxzXoJevmHXRMz1CGCwMNJE635D4arZvR8VcEkKziVJL3R2eYx81kY2sPNq,,,,
3E4yjJWvgMZZ4TE6XkuitSiVXKNaoZ7Nu5P6Z3Q5uGJ4PioRV9QM2tBGa8ELmNJhBsz2AA3gifMEX9pckjQbtYhX,,,,
o2bbVq8ReCw6zG73WTLumBdq2SSmNHde11kiFfC1z6BSoG4j95FK9xssprkd8bqRJxcbn5Lz8LusLMsKYAKb2qx,,,,
tFb4CYNJDcNypYdmAhAVeRHDaGQhP1UjmgLHd45o64zfWLHhY6b4vQ4zmznchmBCtJh4iCrKY5SS2cRJDZ6RjxW,,,,
2cqspSRdzpinaVDZq4kNaM8Yh4LTJVpYAdhWGBXJSy91jVvfTU3uCyHQZDp6zMr7oVxDkvYd88j2eMRHTnE4eUJ5,,,,
5gCuZkpz7CyZeRUGsGd4DG8kqKkwoTpnxwHuDF56E7PqfFjUXrtpkXbNJYsbeE8qLNUYhHBSiWfaAkBD7vMjH589,,,,
5xcJR9FyFYY4Hq55Rgc782G6QtQQChH9J27MpLzJLCE5qaYRmZm2ZuTJGaocUiBu7N7dk5GVuym6vvUmDH7ZKeB5,,,,
cdMBL6aadXec6ZpKuXbZbTLgqB1UnNw7hvFQ7erqhkCq8bWsTVx5sgdDDVLXs5Wvt96P1RfAsDbLh3A1zP99GAV,,,,
66o2gDVvLPM7Agkr4PMKfySbyehUXMc5J87CEG1AFLNG5JhTjoeBtQattj8ABLHK9gutCCAbu2ioT5GrPPH9aZ2a,,,,
3G5tSKHjkbTwqU4W8Tmvu73FUUXtsGSZ7X3LMSjUyZvCqFkbqKctCkxok5Vf3SA1PGtZrApnvFZkXM22nnaqDi9m,,,,
3zjhq62NDcEHUunvVfmDXT9hbyf5LkmCcF1akL8bM2cuNXBFr5n5DdQuLR8yUss6QT4jDuzvKVAyY3RL2soVSGLz,,,,
3xX4DitE1SHHEnLttXBcdDQv816qdRwaeLNu1mpghvAyftxyVK3d1VKuQ4SwJZurNuZevZGgsEpBBjsbsMaq8SbQ,,,,
3HKEv4y42RrMmKXumcMTDM8nEXFkynewYavfzFrcmJS7qZC1xgqmWBtsaPgxYZyEjEfHj7ekMTPfjMHPUYSo4U5U,,,,
Duk3V9GzEN5ByPtbjv3661NDYZuHiwHzX6kQFGomXoW3k7KgJSjTAAwGZJBZCvu3yWSH9c3zMoqArKqWS3nkScE,,,,
4bXJKZkmhDZ2fVSfRBz41rddyrE1kBnr4j6oXb7wVQ3d5UyeVEGQDuBXtFW84dQX6G71NvgJyvcuLDpiEPM3J69u,,,,
3rewHXLHxZntneKJnQgmwJe3q1omLCTaRYxZHgeU2r5GhwGywMow7pTS5pt9LTWxfdoy9ymtUy1KbNMMCuLR4odB,,,,
5NsJUyhMJg9FNCy7TKNVAndYTPjx99uQ6fMoByuM41C4rMab5XYGVxy5ouiHSi7jgjDJauSwjeFCJCtmHoUYWng3,,,,
3uTQCRAbe3Ly2daK11X9hr6CnTUWtT6vV3dAwd5N1vzR8FBF76UR5WwUoAYmVcDJTukzpTXFxnwq1HNRxZTLXaMu,,,,
BYm3EpWiGTxb6AK2oEqmSzLgBt7VEGryw3xWQtQ3ttnFBdpvMSPmL3Ejs5nFQBrrtPD1LN8ZCbK4gN18AmhWDqt,,,,
22oCRFHmzXTQjgMK6H3uhAjHsrH6ArhTBWHKRYXZa6Ts4MVKaxznRsgVs5JMMzqYhkLFh9CeKqPtggTVwvHiFTZU,,,,
2BAnswaJPV9nN7EWn72FDxSNyqupqUwQGiUnSmhC7mdUWvqDNSjNUMmrxgasWMC1d2qZnb1pBrb4pB7tchyMTRX7,,,,
4GH5qq1UziodceXeKaQzB8L8XdtyGZoXKonNKRGhWCTSjecumtwmuWXi6o1L47aNtBkTDALyK3k8udthLZumLCk6,,,,
EVPELtEvAvyJkjzBhYpxqZgsYm2pwRdVmoh8JKKYZF3YtpZ3AWp7wu2BYZzhah6v3nGrBN9wsV58NoPfEMDPpC1,,,,
qXHRYxq771pHH56pmmboUTKmyRw3gVwD1cvTaaawXoauBsSE9wQzDbYLbBPUAym1T1F8r8pLzh4BUtfqW4XBaDR,,,,
2UyeadCP7nT93qsG1TY3GXQ1k18Wn1u5EMGcGCX7KzeBBqDBMe6QxGzDnHNeRbA6FnYos6WNJwx4VDYrKQgPZpXS,,,,
ceTbatSw8hpBeoM3QLkQSF59T9EYpyjYJL4MUmxfPafkkFXw4YEKyz5Qzp8U66qALd7JSeeAfbxQLeYYe1Xhinu,,,,
Lz3wnicr35SUX41wXth4hhvcKD3JjEFvjzxPfL9AuBUDzS5788AtgCAo7cX3iDmeZ2CLKJ9hQLtiVynxjHdL7c8,,,,
4UU7r3Upj8gKGYJDf6gDYs7RBu7qEzJuMHLWEZdS8QMeYHHAybt1BzUK4L1txPN4DkYaMFT9S5fqvJwjncXjjwFE,,,,
4NVQxtPacN9wYQWuCWbXGMEp79KEQwduefsgnUcSxBySPhdheCxZGKa7ugNES9EPVYUNMvuSWWTsEmSP2Y6fU5RL,,,,
66jPGwoFFCEnc4af5kgoSj91Nf6x7TgLZ7S1DQbgv384JdWJ16NwUVjzS5qcWwpX3FWYnGMV6tUjYSz5LRjeTZG2,,,,
2wSEtjmqpq6R7KMAGNt8ErmFZE3fnhFkNyFMu7C9AJsMQGcun4gcjLFtQr87r3FXao9avUQibWspGqtNSvo3Tptk,,,,
sqzaFmAMky9b5gHn3rzSEe3XeJxLVwngVaKLGdtukPmNYbZhUeuZ5D6aFfFWtUWQpYqVQnaYy7REuz6izphSkBr,,,,
52t94n6725wC5bC9sktmf5ySR3BJ7afj8cn2seyBdZW77SiGJ57866SSKcZGg8jCwbHR7V9FUX7wVjWKahBLmhaV,,,,
2WPBsE5mWoRST13B34wcnjw59jGVh6zmpkqgh8ZK35gRPe6bLfJQ9XzKeGmUEFwXiiiWVCBdRRChEnPrEDzbtZKz,,,,
2S3qWwYvcbCjaviDuhEoG5a9Z9MNGxJn9z7Ttg513NXJvj2C8AZUU6dTFhNF23zxQRvNwfia96wT4mbWvKze2qUM,,,,
2V1e86EsNmDipUVHAQyFWvx8zKi19k5LQhp2tWzdJeCGK72xzdu3oqjjspYEMx5hjz3LPrVtS8tGyfHosC3xCuaQ,,,,
2njahSy9vehf9xLT53naNKENWVsSZ33XVvAKL38JSBHQufkzozxmJjeVs2XvtPGDByJZBgLLCJr6Xg6XCkGtqa1U,,,,
21udA4AxgTbs9hCWXXnp4QN7WS6bseSi5TYQk2kYviKAaGP2v1DeesVjtaPhivXDwcNkmPJdE9NgddXuFFKHWRnn,,,,
5N3URXJ4Cfa6eb5VDiiJU2APQcvSfbrGQpokxPBk5vMeEbNgWLjWDCNNt7ykXteLpWPMHAKedzAFArfxbJNxSxeo,,,,
44B5bkcNXRG4kQ89Ky7wiawRVJPkDaweUCA3321KsUEqDLQW4CBLrwoMza3e1oGWCUZBTCSFv2x2j1G54B2wbAR1,,,,
3TPkhmvuqYHGdTZevFBGN3SLZwwNzNUiFQMM2ie3qKhgVMjCZcCNGYmkcVsio7SgCuTMviHKMnqodpABR1yb63NV,,,,
63jksT8uqbfekQs3WJ1U6dUqbkhP4GCkr3E4AiaKcqQe4Jpx4F4ues6SYKQ2DV7np6dKsbSDRPdDN3PGD2cEEnD9,,,,
2pMJdpRDJMqfmay2Mb6qZXRA53icTksK76aNj8Dnxj7c5fC9bta6eWEkNPdP446C5z862eogzQYAqATDEkcfrE1L,,,,
4VHyrgkwZdnrSSRzp7b7oeURvPWM54Ls3XNKsYgyUws2zqwP72SY4EeFj3SKCNdDdWVqwQUJfwD7awD2VXvHPYxe,,,,
3dotatRbBkZRD2moHiAB3uH7sx91d9hccvjDrfwHZKvbvfRCPwipjkcT1CdQks1N963N9Wf7vQd6rws8DqcPMMpk,,,,
2bM1E6aMBqwao5x5nDbHehxxTh1QAZm76PDU7VBNyMHCPw93m723NEa9NdWEdTGBHpHPnKsUFeFe7FGxZVTF5JXU,,,,
SFyUSEhfP7FWZrFazpTFYEBs5m33q2pC48zbvSGboMbQKbveghN7U7wjLCVrp9xoi4MAjh1tBTng8Q5NERihiWX,,,,
57wWvwoYZtx4EsQyQMnUdUcKFAok6im2gnmZzJ47pjjPYN3hHauKPr6oBeCyDdwiFPTpFCE2a4i5DUwFQD8r596u,,,,
5H8UxCX3LpK1gHDhugR6pZGJ9tGsAKm2jMMMo73H89NvCUTMBMcyqtrfJuwdksgkiWXhY42VM4NwhYm76R4ewKe4,,,,
4BgMKeviSUxUVrR76jMzevjVbnrnnAtrfpGHwg9K7j1JRskMHdiDb2cRcFQLYvXWukkKDs227U1R1uNzyXUSWPR7,,,,
3ygLjS3dyiWogxAtuXWrCFh45bM8Ps8UhJ9FjKQH3n3Eb1WJNqJas5gDUaaiPRMu5p6WNrBCvZeEpXuZsBtm7HD5,,,,
2qor3vCkbtHQZyEpZnW6qjRRYcvge5LtsuxSaXqBBjTFWxPSdt8NC9iGPh382WnaiPWfFxu2GMesYoLMyQtxbdt3,,,,
3tZ41MjBu1yEM6262FBRJCHJPpGEPuT29J1Qw9ouQQkupcVNNNsN8uopnmxFsKoPPPhD9DWxXKgBg1hsMcyLV988,,,,
2L6zcVg61vwkfd5DyrXoghkbcixjCbveGYGR8eRmtGd8sPYVGsJpWetVyA47NX5UHPgeRmD9MfH6egjbegPk12Yg,,,,
51fTxx2Tmc4FGrKiEuHBo8LQEw5mU6fx6mM3Fy6pirNSD72myirYSwpPK4rSW4KFgMyq9QMDvvQvxLpw6CWYvh94,,,,
3QvGdAxestxSCJFA3mLCxL8h4F9hdFNjsLEA7aMc5BZnCZUmbFsqX46TNqkCaKptacFZpSoZXe2Heu7ke3ANCziN,,,,
5pwVspf16kUom5UeDF2G4W38scQUHx5JtFkRszgYffnCgnpuTHEn1HL6FR83KHT3oQd3uQY6kjsg4UHgUhEiANLq,,,,
3DN1uR1b7bj1pAvcU3zxn85vAo5zyghiPN49kRyhHa8YpAipFZcaEv5W5BH9SfRrdC8TjRzBn3c3UeeQGqDWWghi,,,,
5kAmjpEn8RXnavW4HZpSUy19HL6XfECi53XhfNsdzaaXptiFrbYWaa1C84aAADM6MzXMsei6BenPYjEQ1k8mf6M3,,,,
2jHN7jFmpACCMHagmiyyBiKwsLDpnQBJfNmutUX4dKqBrYxiYgwiotqVWHxEkwQcKnQWzJ7LV2VQKxRkWbNteyPN,,,,
3SNXyHfhSahJdkk32CqVCPu6H3PhtndJtb1Rfx87ncBoLYyVjADsSDi3xCuNpDPetFswR4iNKsQJCjfnbjBXZvuo,,,,
5PrL1qPWhZixVaWynbmdchJ7KAAdaBLUd4qemzxUnLQ7buwfKiCpYVuUAoTA2NtsDW8JaGGHRhwFF1MLwDMhVzox,,,,
34jwhtGwCPj55XK3cT85mUzke5pAmmU5VFGsWDfh1rhQTPiaSAfrgRroGL9yQGPtRwrwmw7xGrEEchAe7jcHMm2X,,,,
2RaxWy1oBYBP1nAuWowcYqTqCoRrnnVYeKgF7AVMWPnC1Cexsc4SAZQYC89B12atGpqSFvQk9gWdRBog5Da7j8ij,,,,
2w6SRz1nXAFXu8AMZTpGvfomvSpCo6BtzE5X6fHVAvytYXDnJmRuRgntzwpxgibZJ2SF2zVKUVMgR6Kb6me9Gfd9,,,,
4hwpouibp4TnmFLEvmaFFUcrCBcKXHvFKGNKLJTxeFSY2JMVxPRi2rZVtvW5FyujH5nGKqXPweH9gd6kfLrjuxhb,,,,
ma8Kf9uCvyUrZHisKFXnmX5sR6SkBkwswjf31KUiGvjniXVAT3RkreHzA5wa2TP2fCfJuMk4SCPg1mxe7BDWiHY,,,,
7XhqNFNcUpkSaHVDTtsv5Qnbf2os5KtZFuUCQnVLfdhVsyX1Fg7s9mTCLqSTgp9CEDbKnPpM8p1EiZMupnm47zf,,,,
ufxYD82Xj1d8sk1Jbw3HCxYbd2jYRRGR1ahbFG9qJX5Sp9LRJb3NKvfJjeqgE1WZ1A8AAUmfb8cmFDt3V1fnbpq,,,,
5i3Lx6E46kJ3p7BkjsBr6bt6py3cnvKVJeaMevdQCc1ESsUjnoTm7v8vCfCRHuPZVN6raeuinrYSM83EekjViHr7,,,,
Xaw8QFqu7WfCj5jCmEXEHmHptsztvehJmcx7kDaCEgmBaXqDyibnUU4qUhZo7M1QFLxb2fXMJXQWbw3vMarNuUd,,,,
LJ7KLZaBSBfonfCR89D1scBT1zAKsq3krjVG1mbV5n9wLmMFsyGVPQJoQY6iXp6kjF1tfPhiRbdnpzy3Y7WEdH6,,,,
67NyEz8FBwuis1As6sadUpRiCWKfDZcmxPwtBG3ZaqhBBZPbgpM6JYZwimfkyqpVMRVCoTkMyh3wLYMM8JJsdhrh,,,,
cjyWj1soLezN9UiijPkwAx5dmHDFxUkMRZNhoFG3e8VomxuscftmqodTEewiGeu5KSYTqtQXRf11THvskbZmxBe,,,,
38PK6VanvyhXWNJrPYeWAqsxnfRN25Jwbruipy1rvVr5J4GQ3YdhETYmTdGZoAuWL9uCVacjTtQJGPLKuCShBAUs,,,,
3yBmE6rrdxLA4W8K44GNJXFDhJQ8ETLWBBj8YxZmxnLiHwffgfag3VcGpo9xCQ9vjdQbFWtJJ3jEA2MwukAcNbZf,,,,
5NEbNfrVckaAX1xncyFa9gYAf2u5CJSJ45Aq51NfwTS2yA2CJ7BCBjg9UFvAdtrExJEp6NGDVesbeEiLigPqueMf,,,,
2GzGexjWVGTKLAqu5umP51wjTiMhNLovHgMgpfem59LjvMMeABfZ54Y7aQci31Ye2xUtmg6P8pgfZZs5usmFtVdU,,,,
45Visowp6bMLpiPDakUthMrmTKkqW5gsAMET2DW4rRLmVGunQtQHpb2kZQWeXSVMq88uP5fp24VGdwjQXH9N41n9,,,,
j9iS8xr1YLFhojEnmXUSQiaikNQ5bh5ySTSZGTDuwu2qbv2EkVPnNxUWCnNzwjN478Z5wCB3ohMMPK47PwU5k7G,,,,
3bLvHjmdv9YmEMCtsoXxPmPrzAcaEWpmb4P4oaxgDkDNwHvaN1cnWTa5UV3SdWsrJSwpbiAHiPfQAvq3MHfaKpHd,,,,
4ksRiiQnaywh25C7tNennmHZQHTzCiBz53WutAfzcqN82gasfPqVFKRoe4ovLSeDanu6Wd2hSEWxarygbZ6GVjMh,,,,
3cod2rNCBpiBgi6Hwvs6KKsky7LaSF1MQPcWzMPud2nG1nmg29F7t8831wo2b5JuverTtCTNYAox7Q9TcdYE2Kxw,,,,
2sHRWUvQSaWUN5aEuBbw3UM1Pgv2FVomNZHiWoAjGNyMgyAjYgYTRBXBNWfEuaj2eyw48ncddb88bVMadQ3WjgYj,,,,
2vA4WKQCGtzWcQ1fXzkQwA6BnSiDSBQHr7SwE1uSBk2UGgo62iDPwNZs8BnrBmsw4uc9LDuL2j4ShJ1FnsZx7vKg,,,,
3nAHbaAP9Z6L2ptDrnVqCBwzAjr3MfA8WkWQJwgw3J9Vz7iaX9nj2Kme6zpCLPDwDNq1ZMcKFVtZ492acxXwMHnU,,,,
4qVmpoFoVkbdjGoX9nvB41kYSqioQLrqrnVjKfRcPUMoDAVieuCs2rLZj5X9F7D5xk3k74xtmkcQgNvuTdY5SRvd,,,,
FPcdyDfp7iWfzNAy2W8hz6oPw5MtCYmBjCrhFbvq8EvYD76vbFpyKuhaGDdAS3oVpDzA7Y1QZJNNtDpJwjZsSR3,,,,
4ep2Cu4tudx6itSpo6XAX3BJ7zXKJGfFWvYHj1sMaxN2gCy5dxrpyBTr3PDXmVDpGCjEyFFSDnxEPxnsUt1BgZeu,,,,
5oemHEzbKSaFnxdfCR2VC3qQTsbiR1xhZdLbUov2uqP83kLEGXhkNE1dv2hzZF5cYWY4Tg854KeM5ZAFKGsWprgk,,,,
3eM4Thg12wkGjV2sALcn8guSg5EMSWBWCmFQk5uh3hCtRZqmDFXyo2mKAiJXU2LbJe8T2JZsXPPAwjdcd31Aj1Bi,,,,
